accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX31193106	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176200	0.980	0.615	67.701	0.895	0.793	0.984	3780.09	120830	261643.14	2520
SRX31193107	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176201	0.978	0.484	55.595	0.894	0.800	0.983	10659.96	72456	214062.87	4554
SRX31193108	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176202	0.980	0.676	72.753	0.893	0.805	0.984	1043.03	46159	14898.62	1863
SRX31193109	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176203	0.980	0.592	35.519	0.900	0.808	0.966	7731.09	77736	225010.75	3671
SRX31193110	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176204	0.981	0.517	66.030	0.891	0.795	0.984	5137.94	132869	181950.34	4822
SRX31193111	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176205	0.980	0.697	56.545	0.888	0.812	0.984	1084.64	44505	18693.38	2230
SRX31193112	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176206	0.980	0.527	83.043	0.895	0.783	0.984	8665.44	79729	0.0	0
SRX31193113	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176207	0.980	0.662	83.492	0.878	0.674	0.985	3438.43	76708	0.0	0
SRX31193114	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176208	0.982	0.671	41.872	0.898	0.769	0.977	2100.01	53834	495151.94	1670
SRX31193115	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176209	0.982	0.670	38.220	0.907	0.790	0.938	5139.92	71818	200749.14	3111
SRX31193116	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176210	0.981	0.620	31.874	0.907	0.778	0.924	7149.06	75983	159400.05	4064
SRX31193117	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176211	0.981	0.610	61.315	0.892	0.814	0.983	6301.09	85188	272868.83	2887
SRX31193118	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176212	0.977	0.588	58.826	0.894	0.808	0.983	5952.54	85381	222771.06	2700
SRX31193119	Untreated Bone Primary Osteosarcoma	NA	Untreated bone primary osteosarcoma	Untreated bone primary osteosarcoma	SRP648055	SRS27176213	0.980	0.636	69.709	0.883	0.728	0.984	2525.21	63724	455155.66	1775
