wgEncodeCaltechTfbsC2c12Usf1FCntrl50bE2p60hPcr1xSigRep1	Caltech-m	2011-08-11	n/a	2012-05-11
wgEncodeCaltechTfbsC2c12Usf1FCntrl50bPcr1xAlnRep1	Caltech-m	2011-08-11	n/a	2012-05-11
wgEncodeCaltechTfbsC2c12Usf1FCntrl50bPcr1xPkRep1	Caltech-m	2011-08-11	n/a	2012-05-11
wgEncodeCaltechTfbsC2c12Usf1FCntrl50bPcr1xRawDataRep1	Caltech-m	2011-08-11	n/a	2012-05-11
wgEncodeCaltechTfbsC2c12Usf1FCntrl50bPcr1xSigRep1	Caltech-m	2011-08-11	n/a	2012-05-11
wgEncodeCrgMapabilityAlign100mer	CRG-Guigo-m	2010-02-09	n/a	2010-11-09
wgEncodeCrgMapabilityAlign36mer	CRG-Guigo-m	2010-02-09	n/a	2010-11-09
wgEncodeCrgMapabilityAlign40mer	CRG-Guigo-m	2010-02-09	n/a	2010-11-09
wgEncodeCrgMapabilityAlign50mer	CRG-Guigo-m	2010-02-09	n/a	2010-11-09
wgEncodeCrgMapabilityAlign75mer	CRG-Guigo-m	2010-02-09	n/a	2010-11-09
wgEncodeCshlLongRnaSeq	n/a	n/a	n/a	n/a
wgEncodeCshlLongRnaSeqAdrenalAdult8wksAlnRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksAlnRep1V2	CSHL-m	2012-07-30	n/a	2013-04-29
wgEncodeCshlLongRnaSeqAdrenalAdult8wksAlnRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksAlnRep2V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqAdrenalAdult8wksContigs	CSHL-m	2012-02-09	n/a	2012-11-09
wgEncodeCshlLongRnaSeqAdrenalAdult8wksExonsDeNovo	CSHL-m	2012-06-19	n/a	2013-03-19
wgEncodeCshlLongRnaSeqAdrenalAdult8wksExonsEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqAdrenalAdult8wksFastqRd1Rep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksFastqRd1Rep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksFastqRd2Rep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksFastqRd2Rep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksGeneDeNovo	CSHL-m	2012-06-19	n/a	2013-03-19
wgEncodeCshlLongRnaSeqAdrenalAdult8wksGeneEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqAdrenalAdult8wksJunctions	CSHL-m	2012-03-23	n/a	2012-12-23
wgEncodeCshlLongRnaSeqAdrenalAdult8wksMinusRawRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksMinusRawRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksPlusRawRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksPlusRawRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksSpikeinsRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksSpikeinsRep1V2	CSHL-m	2012-07-30	n/a	2013-04-29
wgEncodeCshlLongRnaSeqAdrenalAdult8wksSpikeinsRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqAdrenalAdult8wksSpikeinsRep2V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqAdrenalAdult8wksTranscriptDeNovo	CSHL-m	2012-02-09	n/a	2012-11-09
wgEncodeCshlLongRnaSeqAdrenalAdult8wksTranscriptEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqBladderAdult8wksAlnRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqBladderAdult8wksAlnRep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqBladderAdult8wksContigs	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqBladderAdult8wksExonsDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqBladderAdult8wksExonsEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqBladderAdult8wksFastqRd1Rep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqBladderAdult8wksFastqRd1Rep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqBladderAdult8wksFastqRd2Rep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqBladderAdult8wksFastqRd2Rep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqBladderAdult8wksGeneDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqBladderAdult8wksGeneEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqBladderAdult8wksJunctions	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqBladderAdult8wksMinusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqBladderAdult8wksMinusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqBladderAdult8wksPlusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqBladderAdult8wksPlusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqBladderAdult8wksSpikeinsRep1	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqBladderAdult8wksSpikeinsRep2	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqBladderAdult8wksTranscriptDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqBladderAdult8wksTranscriptEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCbellumAdult8wksAlnRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCbellumAdult8wksAlnRep2	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCbellumAdult8wksContigs	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCbellumAdult8wksExonsDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCbellumAdult8wksExonsEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCbellumAdult8wksFastqRd1Rep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCbellumAdult8wksFastqRd1Rep2	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCbellumAdult8wksFastqRd2Rep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCbellumAdult8wksFastqRd2Rep2	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCbellumAdult8wksGeneDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCbellumAdult8wksGeneEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCbellumAdult8wksJunctions	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCbellumAdult8wksMinusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCbellumAdult8wksMinusRawRep2	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCbellumAdult8wksPlusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCbellumAdult8wksPlusRawRep2	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCbellumAdult8wksSpikeinsRep1	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCbellumAdult8wksSpikeinsRep2	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCbellumAdult8wksTranscriptDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCbellumAdult8wksTranscriptEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE11halfAlnRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE11halfAlnRep2	CSHL-m	2012-07-11	n/a	2013-04-11
wgEncodeCshlLongRnaSeqCnsE11halfContigs	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE11halfExonsDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE11halfExonsEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE11halfFastqRd1Rep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE11halfFastqRd1Rep2	CSHL-m	2012-07-11	n/a	2013-04-11
wgEncodeCshlLongRnaSeqCnsE11halfFastqRd2Rep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE11halfFastqRd2Rep2	CSHL-m	2012-07-11	n/a	2013-04-11
wgEncodeCshlLongRnaSeqCnsE11halfGeneDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE11halfGeneEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE11halfJunctions	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE11halfMinusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE11halfMinusRawRep2	CSHL-m	2012-07-11	n/a	2013-04-11
wgEncodeCshlLongRnaSeqCnsE11halfPlusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE11halfPlusRawRep2	CSHL-m	2012-07-11	n/a	2013-04-11
wgEncodeCshlLongRnaSeqCnsE11halfSpikeinsRep1	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCnsE11halfSpikeinsRep2	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCnsE11halfTranscriptDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE11halfTranscriptEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE14AlnRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14AlnRep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14Contigs	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14ExonsDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE14ExonsEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE14FastqRd1Rep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14FastqRd1Rep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14FastqRd2Rep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14FastqRd2Rep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14GeneDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE14GeneEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE14Junctions	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14MinusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14MinusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14PlusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14PlusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE14SpikeinsRep1	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCnsE14SpikeinsRep2	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCnsE14TranscriptDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE14TranscriptEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE18AlnRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE18AlnRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE18Contigs	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE18ExonsDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE18ExonsEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE18FastqRd1Rep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE18FastqRd1Rep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE18FastqRd2Rep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE18FastqRd2Rep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE18GeneDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE18GeneEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE18Junctions	CSHL-m	2012-07-13	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE18MinusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE18MinusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE18PlusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCnsE18PlusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCnsE18SpikeinsRep1	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCnsE18SpikeinsRep2	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCnsE18TranscriptDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCnsE18TranscriptEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqColonAdult8wksAlnRep1	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksAlnRep1V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqColonAdult8wksAlnRep2	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksAlnRep2V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqColonAdult8wksContigs	CSHL-m	2012-02-08	n/a	2012-11-08
wgEncodeCshlLongRnaSeqColonAdult8wksExonsDeNovo	CSHL-m	2012-06-19	n/a	2013-03-19
wgEncodeCshlLongRnaSeqColonAdult8wksExonsEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqColonAdult8wksFastqRd1Rep1	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksFastqRd1Rep2	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksFastqRd2Rep1	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksFastqRd2Rep2	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksGeneDeNovo	CSHL-m	2012-06-19	n/a	2013-03-19
wgEncodeCshlLongRnaSeqColonAdult8wksGeneEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqColonAdult8wksJunctions	CSHL-m	2012-03-23	n/a	2012-12-23
wgEncodeCshlLongRnaSeqColonAdult8wksMinusRawRep1	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksMinusRawRep2	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksPlusRawRep1	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksPlusRawRep2	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksSpikeinsRep1	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksSpikeinsRep1V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqColonAdult8wksSpikeinsRep2	CSHL-m	2012-01-05	n/a	2012-10-05
wgEncodeCshlLongRnaSeqColonAdult8wksSpikeinsRep2V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqColonAdult8wksTranscriptDeNovo	CSHL-m	2012-02-08	n/a	2012-11-08
wgEncodeCshlLongRnaSeqColonAdult8wksTranscriptEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqCortexAdult8wksAlnRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCortexAdult8wksAlnRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCortexAdult8wksContigs	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCortexAdult8wksExonsDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCortexAdult8wksExonsEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCortexAdult8wksFastqRd1Rep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCortexAdult8wksFastqRd1Rep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCortexAdult8wksFastqRd2Rep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCortexAdult8wksFastqRd2Rep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCortexAdult8wksGeneDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCortexAdult8wksGeneEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCortexAdult8wksJunctions	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCortexAdult8wksMinusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCortexAdult8wksMinusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCortexAdult8wksPlusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-13
wgEncodeCshlLongRnaSeqCortexAdult8wksPlusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqCortexAdult8wksSpikeinsRep1	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCortexAdult8wksSpikeinsRep2	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqCortexAdult8wksTranscriptDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqCortexAdult8wksTranscriptEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqDuodAdult8wksAlnRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksAlnRep1V2	CSHL-m	2012-07-30	n/a	2013-04-29
wgEncodeCshlLongRnaSeqDuodAdult8wksAlnRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksAlnRep2V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqDuodAdult8wksContigs	CSHL-m	2012-02-09	n/a	2012-11-09
wgEncodeCshlLongRnaSeqDuodAdult8wksExonsDeNovo	CSHL-m	2012-06-19	n/a	2013-03-19
wgEncodeCshlLongRnaSeqDuodAdult8wksExonsEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqDuodAdult8wksFastqRd1Rep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksFastqRd1Rep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksFastqRd2Rep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksFastqRd2Rep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksGeneDeNovo	CSHL-m	2012-06-19	n/a	2013-03-19
wgEncodeCshlLongRnaSeqDuodAdult8wksGeneEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqDuodAdult8wksJunctions	CSHL-m	2012-03-23	n/a	2012-12-23
wgEncodeCshlLongRnaSeqDuodAdult8wksMinusRawRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksMinusRawRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksPlusRawRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksPlusRawRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksSpikeinsRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksSpikeinsRep1V2	CSHL-m	2012-07-30	n/a	2013-04-29
wgEncodeCshlLongRnaSeqDuodAdult8wksSpikeinsRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqDuodAdult8wksSpikeinsRep2V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqDuodAdult8wksTranscriptDeNovo	CSHL-m	2012-02-09	n/a	2012-11-09
wgEncodeCshlLongRnaSeqDuodAdult8wksTranscriptEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqFlobeAdult8wksAlnRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksAlnRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksContigs	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksExonsDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqFlobeAdult8wksExonsEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqFlobeAdult8wksFastqRd1Rep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksFastqRd1Rep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksFastqRd2Rep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksFastqRd2Rep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksGeneDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqFlobeAdult8wksGeneEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqFlobeAdult8wksJunctions	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksMinusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksMinusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksPlusRawRep1	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksPlusRawRep2	CSHL-m	2012-07-14	n/a	2013-04-14
wgEncodeCshlLongRnaSeqFlobeAdult8wksSpikeinsRep1	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqFlobeAdult8wksSpikeinsRep2	CSHL-m	2012-07-31	n/a	2013-05-01
wgEncodeCshlLongRnaSeqFlobeAdult8wksTranscriptDeNovo	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqFlobeAdult8wksTranscriptEnsV65IAcuff	CSHL-m	2012-07-30	n/a	2013-04-30
wgEncodeCshlLongRnaSeqGfatAdult8wksAlnRep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqGfatAdult8wksAlnRep1V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqGfatAdult8wksAlnRep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqGfatAdult8wksAlnRep2V2	CSHL-m	2012-07-29	n/a	2013-04-29
wgEncodeCshlLongRnaSeqGfatAdult8wksContigs	CSHL-m	2012-02-09	n/a	2012-11-09
wgEncodeCshlLongRnaSeqGfatAdult8wksExonsDeNovo	CSHL-m	2012-06-19	n/a	2013-03-19
wgEncodeCshlLongRnaSeqGfatAdult8wksExonsEnsV65IAcuff	CSHL-m	2012-03-26	n/a	2012-12-26
wgEncodeCshlLongRnaSeqGfatAdult8wksFastqRd1Rep1	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqGfatAdult8wksFastqRd1Rep2	CSHL-m	2012-02-01	n/a	2012-11-01
wgEncodeCshlLongRnaSeqGfatAdult8wksFastqRd2Rep1	CSHL-m	2012-02-01	n/a	2012-11-01
