wgEncodeLicrTfbsLimbInputUE14halfC57bl6StdSig	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdAlnRep1V2	LICR-m	2012-06-07	n/a	2013-03-06
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdAlnRep2V2	LICR-m	2012-06-07	n/a	2013-03-06
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdPk	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdRawDataRep1V2	LICR-m	2012-06-07	n/a	2013-03-06
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdRawDataRep2V2	LICR-m	2012-06-07	n/a	2013-03-06
wgEncodeLicrTfbsLimbPol2UE14halfC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-23
wgEncodeLicrTfbsLiverCtcfMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverCtcfMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverCtcfMAdult8wksC57bl6StdPk	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverCtcfMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverCtcfMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverCtcfMAdult8wksC57bl6StdSig	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverInputMAdult8wksC57bl6StdSig	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLiverInputUE14halfC57bl6StdAlnRep1	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrTfbsLiverInputUE14halfC57bl6StdAlnRep2	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrTfbsLiverInputUE14halfC57bl6StdRawDataRep1	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrTfbsLiverInputUE14halfC57bl6StdRawDataRep2	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrTfbsLiverInputUE14halfC57bl6StdSig	LICR-m	2012-02-13	n/a	2012-11-13
wgEncodeLicrTfbsLiverPol2MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-13	n/a	2012-01-13
wgEncodeLicrTfbsLiverPol2MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-13	n/a	2012-01-13
wgEncodeLicrTfbsLiverPol2MAdult8wksC57bl6StdPk	LICR-m	2011-04-13	n/a	2012-01-13
wgEncodeLicrTfbsLiverPol2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-13	n/a	2012-01-13
wgEncodeLicrTfbsLiverPol2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-13	n/a	2012-01-13
wgEncodeLicrTfbsLiverPol2MAdult8wksC57bl6StdSig	LICR-m	2011-04-13	n/a	2012-01-13
wgEncodeLicrTfbsLungCtcfMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungCtcfMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungCtcfMAdult8wksC57bl6StdPk	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungCtcfMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungCtcfMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungCtcfMAdult8wksC57bl6StdSig	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungInputMAdult8wksC57bl6StdSig	LICR-m	2011-04-25	n/a	2012-01-25
wgEncodeLicrTfbsLungPol2MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrTfbsLungPol2MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrTfbsLungPol2MAdult8wksC57bl6StdPk	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrTfbsLungPol2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrTfbsLungPol2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrTfbsLungPol2MAdult8wksC57bl6StdSig	LICR-m	2011-04-15	n/a	2012-01-14
wgEncodeLicrTfbsMefCtcfMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrTfbsMefCtcfMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrTfbsMefCtcfMAdult8wksC57bl6StdPk	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrTfbsMefCtcfMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrTfbsMefCtcfMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrTfbsMefCtcfMAdult8wksC57bl6StdSig	LICR-m	2011-04-28	n/a	2012-01-28
wgEncodeLicrTfbsMefInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefInputMAdult8wksC57bl6StdSig	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefPol2MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefPol2MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefPol2MAdult8wksC57bl6StdPk	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefPol2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefPol2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMefPol2MAdult8wksC57bl6StdSig	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsMelCtcfMImmortalC57bl6StdAlnRep1	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelCtcfMImmortalC57bl6StdAlnRep2	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelCtcfMImmortalC57bl6StdPk	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelCtcfMImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelCtcfMImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelCtcfMImmortalC57bl6StdSig	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelInputMImmortalC57bl6StdAlnRep1	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelInputMImmortalC57bl6StdAlnRep2	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelInputMImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelInputMImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelInputMImmortalC57bl6StdSig	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelPol2MImmortalC57bl6StdAlnRep1	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelPol2MImmortalC57bl6StdAlnRep2	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelPol2MImmortalC57bl6StdPk	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelPol2MImmortalC57bl6StdRawDataRep1	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelPol2MImmortalC57bl6StdRawDataRep2	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsMelPol2MImmortalC57bl6StdSig	LICR-m	2012-02-29	n/a	2012-11-29
wgEncodeLicrTfbsOlfactCtcfMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-21	n/a	2012-09-21
wgEncodeLicrTfbsOlfactCtcfMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-21	n/a	2012-09-21
wgEncodeLicrTfbsOlfactCtcfMAdult8wksC57bl6StdPk	LICR-m	2011-12-21	n/a	2012-09-21
wgEncodeLicrTfbsOlfactCtcfMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-21	n/a	2012-09-21
wgEncodeLicrTfbsOlfactCtcfMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-21	n/a	2012-09-21
wgEncodeLicrTfbsOlfactCtcfMAdult8wksC57bl6StdSig	LICR-m	2011-12-21	n/a	2012-09-21
wgEncodeLicrTfbsOlfactInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsOlfactInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsOlfactInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsOlfactInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsOlfactInputMAdult8wksC57bl6StdSig	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsOlfactPol2MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsOlfactPol2MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsOlfactPol2MAdult8wksC57bl6StdPk	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsOlfactPol2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsOlfactPol2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsOlfactPol2MAdult8wksC57bl6StdSig	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsSmintCtcfMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintCtcfMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintCtcfMAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrTfbsSmintCtcfMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintCtcfMAdult8wksC57bl6StdRawDataRep1V2	LICR-m	2012-06-06	n/a	2013-03-06
wgEncodeLicrTfbsSmintCtcfMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintCtcfMAdult8wksC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsSmintInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsSmintInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsSmintInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsSmintInputMAdult8wksC57bl6StdSig	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsSmintPol2MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintPol2MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintPol2MAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrTfbsSmintPol2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintPol2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSmintPol2MAdult8wksC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdAlnRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdPk	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdRawDataRep1V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdRawDataRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsSpleenCtcfMAdult8wksC57bl6StdSig	LICR-m	2011-04-29	n/a	2012-01-28
wgEncodeLicrTfbsSpleenInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenInputMAdult8wksC57bl6StdRawDataRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsSpleenInputMAdult8wksC57bl6StdSig	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenPol2MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenPol2MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenPol2MAdult8wksC57bl6StdPk	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenPol2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenPol2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsSpleenPol2MAdult8wksC57bl6StdSig	LICR-m	2011-05-02	n/a	2012-02-02
wgEncodeLicrTfbsTestisCtcfMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisCtcfMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisCtcfMAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrTfbsTestisCtcfMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisCtcfMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisCtcfMAdult8wksC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsTestisInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsTestisInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsTestisInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsTestisInputMAdult8wksC57bl6StdSig	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsTestisPol2MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisPol2MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisPol2MAdult8wksC57bl6StdPk	LICR-m	2012-02-15	n/a	2012-11-15
wgEncodeLicrTfbsTestisPol2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisPol2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsTestisPol2MAdult8wksC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsThymusCtcfMAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusCtcfMAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusCtcfMAdult8wksC57bl6StdPk	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsThymusCtcfMAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusCtcfMAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusCtcfMAdult8wksC57bl6StdSig	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusInputMAdult8wksC57bl6StdAlnRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsThymusInputMAdult8wksC57bl6StdAlnRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsThymusInputMAdult8wksC57bl6StdRawDataRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsThymusInputMAdult8wksC57bl6StdRawDataRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsThymusInputMAdult8wksC57bl6StdSig	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsThymusPol2MAdult8wksC57bl6StdAlnRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusPol2MAdult8wksC57bl6StdAlnRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusPol2MAdult8wksC57bl6StdPk	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsThymusPol2MAdult8wksC57bl6StdRawDataRep1	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusPol2MAdult8wksC57bl6StdRawDataRep2	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsThymusPol2MAdult8wksC57bl6StdSig	LICR-m	2011-12-22	n/a	2012-09-22
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdAlnRep1V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdAlnRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdPk	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdRawDataRep1V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdRawDataRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainCtcfUE14halfC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainInputUE14halfC57bl6StdAlnRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsWbrainInputUE14halfC57bl6StdAlnRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsWbrainInputUE14halfC57bl6StdAlnRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainInputUE14halfC57bl6StdRawDataRep1	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsWbrainInputUE14halfC57bl6StdRawDataRep2	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsWbrainInputUE14halfC57bl6StdRawDataRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainInputUE14halfC57bl6StdSig	LICR-m	2012-02-16	n/a	2012-11-15
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdAlnRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdAlnRep1V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdAlnRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdAlnRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdPk	LICR-m	2012-02-14	n/a	2012-11-14
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdRawDataRep1	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdRawDataRep1V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdRawDataRep2	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdRawDataRep2V2	LICR-m	2012-06-06	n/a	2013-03-05
wgEncodeLicrTfbsWbrainPol2UE14halfC57bl6StdSig	LICR-m	2011-12-23	n/a	2012-09-22
wgEncodeMapability	n/a	n/a	n/a	n/a
wgEncodeNhgriBip	NHGRI-Elnitski	2009-01-27	n/a	2009-10-27
wgEncodePsuDnase	n/a	n/a	n/a	n/a
wgEncodePsuDnaseG1eS129ME0AlnRep1	PSU-m	2012-07-20	n/a	2013-04-20
wgEncodePsuDnaseG1eS129ME0AlnRep2	PSU-m	2012-07-20	n/a	2013-04-20
wgEncodePsuDnaseG1eS129ME0PkRep1	PSU-m	2012-07-20	n/a	2013-04-20
wgEncodePsuDnaseG1eS129ME0PkRep2	PSU-m	2012-07-20	n/a	2013-04-20
wgEncodePsuDnaseG1eS129ME0RawDataRep1	PSU-m	2012-07-20	n/a	2013-04-20
wgEncodePsuDnaseG1eS129ME0RawDataRep2	PSU-m	2012-07-20	n/a	2013-04-20
wgEncodePsuDnaseG1eS129ME0SigRep1	PSU-m	2012-07-20	n/a	2013-04-20
wgEncodePsuDnaseG1eS129ME0SigRep2	PSU-m	2012-07-20	n/a	2013-04-20
wgEncodePsuDnaseG1eer4S129ME0Diffd24hAlnRep1	PSU-m	2012-07-25	n/a	2013-04-25
wgEncodePsuDnaseG1eer4S129ME0Diffd24hAlnRep2	PSU-m	2012-07-25	n/a	2013-04-25
wgEncodePsuDnaseG1eer4S129ME0Diffd24hPkRep1	PSU-m	2012-07-25	n/a	2013-04-25
wgEncodePsuDnaseG1eer4S129ME0Diffd24hPkRep2	PSU-m	2012-07-25	n/a	2013-04-25
wgEncodePsuDnaseG1eer4S129ME0Diffd24hRawDataRep1	PSU-m	2012-07-25	n/a	2013-04-25
wgEncodePsuDnaseG1eer4S129ME0Diffd24hRawDataRep2	PSU-m	2012-07-25	n/a	2013-04-25
wgEncodePsuDnaseG1eer4S129ME0Diffd24hSigRep1	PSU-m	2012-07-25	n/a	2013-04-25
wgEncodePsuDnaseG1eer4S129ME0Diffd24hSigRep2	PSU-m	2012-07-25	n/a	2013-04-25
wgEncodePsuHistone	n/a	n/a	n/a	n/a
wgEncodePsuHistoneCh12H3k04me1FImmortal2a4bInputAlnRep1	PSU-m	2011-10-31	n/a	2012-07-31
wgEncodePsuHistoneCh12H3k04me1FImmortal2a4bInputAlnRep2	PSU-m	2011-10-31	n/a	2012-07-31
wgEncodePsuHistoneCh12H3k04me1FImmortal2a4bInputPk	PSU-m	2011-10-31	2012-04-16	2012-07-31
wgEncodePsuHistoneCh12H3k04me1FImmortal2a4bInputRawDataRep1	PSU-m	2011-10-31	n/a	2012-07-31
wgEncodePsuHistoneCh12H3k04me1FImmortal2a4bInputRawDataRep2	PSU-m	2011-10-31	n/a	2012-07-31
