wgEncodeBroadHistoneGm12878H3k04me1StdAlnRep1V2	Broad	2011-06-09	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k04me1StdPkV2	Broad	2011-06-09	n/a	2011-08-05
wgEncodeBroadHistoneGm12878H3k04me1StdRawDataRep1V2	Broad	2011-06-09	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k04me1StdSigV2	Broad	2011-06-09	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k04me3StdAlnRep2V2	Broad	2011-06-09	n/a	2009-10-04
wgEncodeBroadHistoneGm12878H3k04me3StdPkV2	Broad	2011-06-09	n/a	2011-08-05
wgEncodeBroadHistoneGm12878H3k04me3StdRawDataRep2V2	Broad	2011-06-09	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k04me3StdSigV2	Broad	2011-06-09	n/a	2009-10-04
wgEncodeBroadHistoneGm12878H3k27acStdAlnRep1	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k27acStdAlnRep2	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k27acStdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneGm12878H3k27acStdRawDataRep1	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k27acStdRawDataRep2	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k27acStdSig	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k27me3StdAlnRep1	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k27me3StdAlnRep2	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k27me3StdAlnRep3V2	Broad	2011-06-09	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k27me3StdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneGm12878H3k27me3StdPkV2	Broad	2011-06-09	n/a	2011-08-05
wgEncodeBroadHistoneGm12878H3k27me3StdRawDataRep1	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k27me3StdRawDataRep2	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k27me3StdRawDataRep3V2	Broad	2011-06-09	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k27me3StdSig	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k27me3StdSigV2	Broad	2011-06-09	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k36me3StdAlnRep1	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k36me3StdAlnRep2	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k36me3StdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneGm12878H3k36me3StdRawDataRep1	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k36me3StdRawDataRep2	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k36me3StdSig	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me1StdAlnRep1	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me1StdAlnRep2	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me1StdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneGm12878H3k4me1StdRawDataRep1	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me1StdRawDataRep2	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me1StdSig	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me2StdAlnRep1	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me2StdAlnRep2	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me2StdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneGm12878H3k4me2StdRawDataRep1	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me2StdRawDataRep2	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me2StdSig	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me3StdAlnRep1	Broad	2009-01-04	2010-11-05	2009-10-04
wgEncodeBroadHistoneGm12878H3k4me3StdAlnRep2	Broad	2009-01-04	2010-11-05	2009-10-04
wgEncodeBroadHistoneGm12878H3k4me3StdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneGm12878H3k4me3StdRawDataRep1	Broad	2010-10-26	n/a	2011-07-26
wgEncodeBroadHistoneGm12878H3k4me3StdRawDataRep2	Broad	2009-01-04	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k4me3StdSig	Broad	2009-01-04	2010-11-05	2009-10-04
wgEncodeBroadHistoneGm12878H3k79me2StdAlnRep1	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneGm12878H3k79me2StdAlnRep2	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneGm12878H3k79me2StdPk	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneGm12878H3k79me2StdRawDataRep1	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneGm12878H3k79me2StdRawDataRep2	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneGm12878H3k79me2StdSig	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneGm12878H3k9acStdAlnRep1	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k9acStdAlnRep2	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k9acStdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneGm12878H3k9acStdRawDataRep1	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k9acStdRawDataRep2	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H3k9acStdSig	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H3k9me3StdAlnRep1	Broad	2010-11-16	n/a	2011-05-05
wgEncodeBroadHistoneGm12878H3k9me3StdAlnRep2	Broad	2010-11-16	n/a	2011-05-05
wgEncodeBroadHistoneGm12878H3k9me3StdAlnRep3	Broad	2010-11-16	n/a	2011-05-05
wgEncodeBroadHistoneGm12878H3k9me3StdPk	Broad	2010-11-16	n/a	2011-05-05
wgEncodeBroadHistoneGm12878H3k9me3StdRawDataRep1	Broad	2010-11-16	n/a	2011-05-05
wgEncodeBroadHistoneGm12878H3k9me3StdRawDataRep2	Broad	2010-11-16	n/a	2011-05-05
wgEncodeBroadHistoneGm12878H3k9me3StdRawDataRep3	Broad	2010-11-16	n/a	2011-05-05
wgEncodeBroadHistoneGm12878H3k9me3StdSig	Broad	2010-11-16	n/a	2011-05-05
wgEncodeBroadHistoneGm12878H4k20me1StdAlnRep1	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H4k20me1StdAlnRep2	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneGm12878H4k20me1StdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneGm12878H4k20me1StdRawDataRep1	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H4k20me1StdRawDataRep2	Broad	2009-01-05	n/a	2009-10-05
wgEncodeBroadHistoneGm12878H4k20me1StdSig	Broad	2009-01-05	2010-11-05	2009-10-05
wgEncodeBroadHistoneH1hescChd1a301218aStdAlnRep1	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescChd1a301218aStdAlnRep2	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescChd1a301218aStdPk	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescChd1a301218aStdRawDataRep1	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescChd1a301218aStdRawDataRep2	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescChd1a301218aStdSig	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescChd7a301223a1AlnRep1	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescChd7a301223a1Pk	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescChd7a301223a1RawDataRep1	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescChd7a301223a1Sig	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescControlStdAlnRep1	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneH1hescControlStdAlnRep2	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneH1hescControlStdRawDataRep1	Broad	2009-09-29	n/a	2010-06-29
wgEncodeBroadHistoneH1hescControlStdRawDataRep2	Broad	2009-09-29	n/a	2010-06-29
wgEncodeBroadHistoneH1hescControlStdSig	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneH1hescCtcfStdAlnRep1	Broad	2009-09-29	2010-11-05	2010-06-29
wgEncodeBroadHistoneH1hescCtcfStdAlnRep2	Broad	2009-09-29	2010-11-05	2010-06-29
wgEncodeBroadHistoneH1hescCtcfStdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneH1hescCtcfStdRawDataRep1	Broad	2009-09-29	n/a	2010-06-29
wgEncodeBroadHistoneH1hescCtcfStdRawDataRep2	Broad	2009-09-29	n/a	2010-06-29
wgEncodeBroadHistoneH1hescCtcfStdSig	Broad	2009-09-29	2010-11-05	2010-06-29
wgEncodeBroadHistoneH1hescEzh239875AlnRep1	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneH1hescEzh239875AlnRep2	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneH1hescEzh239875Pk	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneH1hescEzh239875RawDataRep1	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneH1hescEzh239875RawDataRep2	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneH1hescEzh239875Sig	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneH1hescH2azStdAlnRep1	Broad	2011-08-04	n/a	2012-05-04
wgEncodeBroadHistoneH1hescH2azStdAlnRep2	Broad	2011-08-04	n/a	2012-05-04
wgEncodeBroadHistoneH1hescH2azStdPk	Broad	2011-08-04	n/a	2012-05-04
wgEncodeBroadHistoneH1hescH2azStdRawDataRep1	Broad	2011-08-04	n/a	2012-05-04
wgEncodeBroadHistoneH1hescH2azStdRawDataRep2	Broad	2011-08-04	n/a	2012-05-04
wgEncodeBroadHistoneH1hescH2azStdSig	Broad	2011-08-04	n/a	2012-05-04
wgEncodeBroadHistoneH1hescH3k09me3StdAlnRep1	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k09me3StdAlnRep2	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k09me3StdPk	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k09me3StdRawDataRep1	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k09me3StdRawDataRep2	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k09me3StdSig	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k27acStdAlnRep1	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneH1hescH3k27acStdAlnRep2	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneH1hescH3k27acStdPk	Broad	2010-11-05	2010-11-05	2011-05-05
wgEncodeBroadHistoneH1hescH3k27acStdRawDataRep1	Broad	2010-10-22	n/a	2011-07-22
wgEncodeBroadHistoneH1hescH3k27acStdRawDataRep2	Broad	2010-10-22	n/a	2011-07-22
wgEncodeBroadHistoneH1hescH3k27acStdSig	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneH1hescH3k27me3StdAlnRep1	Broad	2009-09-28	2010-11-05	2010-06-28
wgEncodeBroadHistoneH1hescH3k27me3StdAlnRep2	Broad	2009-09-28	2010-11-05	2010-06-28
wgEncodeBroadHistoneH1hescH3k27me3StdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneH1hescH3k27me3StdRawDataRep1	Broad	2009-09-28	n/a	2010-06-28
wgEncodeBroadHistoneH1hescH3k27me3StdRawDataRep2	Broad	2009-09-28	n/a	2010-06-28
wgEncodeBroadHistoneH1hescH3k27me3StdSig	Broad	2009-09-28	2010-11-05	2010-06-28
wgEncodeBroadHistoneH1hescH3k36me3StdAlnRep1	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH3k36me3StdAlnRep2	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH3k36me3StdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneH1hescH3k36me3StdRawDataRep1	Broad	2009-12-16	n/a	2010-09-16
wgEncodeBroadHistoneH1hescH3k36me3StdRawDataRep2	Broad	2009-12-16	n/a	2010-09-16
wgEncodeBroadHistoneH1hescH3k36me3StdSig	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH3k4me1StdAlnRep1	Broad	2009-09-30	2010-11-05	2010-06-30
wgEncodeBroadHistoneH1hescH3k4me1StdAlnRep2	Broad	2009-09-30	2010-11-05	2010-06-30
wgEncodeBroadHistoneH1hescH3k4me1StdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneH1hescH3k4me1StdRawDataRep1	Broad	2009-09-30	n/a	2010-06-30
wgEncodeBroadHistoneH1hescH3k4me1StdRawDataRep2	Broad	2009-09-30	n/a	2010-06-30
wgEncodeBroadHistoneH1hescH3k4me1StdSig	Broad	2009-09-30	2010-11-05	2010-06-30
wgEncodeBroadHistoneH1hescH3k4me2StdAlnRep1	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH3k4me2StdAlnRep2	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH3k4me2StdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneH1hescH3k4me2StdRawDataRep1	Broad	2009-12-16	n/a	2010-09-16
wgEncodeBroadHistoneH1hescH3k4me2StdRawDataRep2	Broad	2009-12-16	n/a	2010-09-16
wgEncodeBroadHistoneH1hescH3k4me2StdSig	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH3k4me3StdAlnRep1	Broad	2009-09-29	2010-11-05	2010-06-28
wgEncodeBroadHistoneH1hescH3k4me3StdAlnRep2	Broad	2009-09-29	2010-11-05	2010-06-28
wgEncodeBroadHistoneH1hescH3k4me3StdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneH1hescH3k4me3StdRawDataRep1	Broad	2009-09-29	n/a	2010-06-28
wgEncodeBroadHistoneH1hescH3k4me3StdRawDataRep2	Broad	2009-09-29	n/a	2010-06-28
wgEncodeBroadHistoneH1hescH3k4me3StdSig	Broad	2009-09-29	2010-11-05	2010-06-28
wgEncodeBroadHistoneH1hescH3k79me2StdAlnRep1	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k79me2StdAlnRep2	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k79me2StdPk	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k79me2StdRawDataRep1	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k79me2StdRawDataRep2	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k79me2StdSig	Broad	2011-08-10	n/a	2012-05-10
wgEncodeBroadHistoneH1hescH3k9acStdAlnRep1	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH3k9acStdAlnRep2	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH3k9acStdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneH1hescH3k9acStdRawDataRep1	Broad	2009-12-16	n/a	2010-09-16
wgEncodeBroadHistoneH1hescH3k9acStdRawDataRep2	Broad	2009-12-16	n/a	2010-09-16
wgEncodeBroadHistoneH1hescH3k9acStdSig	Broad	2009-12-16	2010-11-05	2010-09-16
wgEncodeBroadHistoneH1hescH4k20me1StdAlnRep1	Broad	2009-09-29	2010-11-05	2010-06-29
wgEncodeBroadHistoneH1hescH4k20me1StdAlnRep2	Broad	2009-09-29	2010-11-05	2010-06-29
wgEncodeBroadHistoneH1hescH4k20me1StdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneH1hescH4k20me1StdRawDataRep1	Broad	2009-09-29	n/a	2010-06-29
wgEncodeBroadHistoneH1hescH4k20me1StdRawDataRep2	Broad	2009-09-29	n/a	2010-06-29
wgEncodeBroadHistoneH1hescH4k20me1StdSig	Broad	2009-09-29	2010-11-05	2010-06-29
wgEncodeBroadHistoneH1hescHdac2a300705aAlnRep1	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescHdac2a300705aPk	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescHdac2a300705aRawDataRep1	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescHdac2a300705aSig	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescHdac6a301341aAlnRep1	Broad	2012-07-24	n/a	2013-04-24
wgEncodeBroadHistoneH1hescHdac6a301341aPk	Broad	2012-07-24	n/a	2013-04-24
wgEncodeBroadHistoneH1hescHdac6a301341aRawDataRep1	Broad	2012-07-24	n/a	2013-04-24
wgEncodeBroadHistoneH1hescHdac6a301341aSig	Broad	2012-07-24	n/a	2013-04-24
wgEncodeBroadHistoneH1hescJarid1aab26049StdAlnRep1	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescJarid1aab26049StdAlnRep2	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescJarid1aab26049StdPk	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescJarid1aab26049StdRawDataRep1	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescJarid1aab26049StdRawDataRep2	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescJarid1aab26049StdSig	Broad	2011-10-01	n/a	2012-06-30
wgEncodeBroadHistoneH1hescJmjd2aa300861a1AlnRep1	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescJmjd2aa300861a1Pk	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescJmjd2aa300861a1RawDataRep1	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescJmjd2aa300861a1Sig	Broad	2012-07-26	n/a	2013-04-25
wgEncodeBroadHistoneH1hescP300kat3bAlnRep1	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescP300kat3bPk	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescP300kat3bRawDataRep1	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescP300kat3bSig	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescPhf8a301772aAlnRep1	Broad	2012-07-23	n/a	2013-04-23
wgEncodeBroadHistoneH1hescPhf8a301772aPk	Broad	2012-07-23	n/a	2013-04-23
wgEncodeBroadHistoneH1hescPhf8a301772aRawDataRep1	Broad	2012-07-23	n/a	2013-04-23
wgEncodeBroadHistoneH1hescPhf8a301772aSig	Broad	2012-07-23	n/a	2013-04-23
wgEncodeBroadHistoneH1hescPlu1AlnRep1	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescPlu1Pk	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescPlu1RawDataRep1	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescPlu1Sig	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescRbbp5a300109aStdAlnRep1	Broad	2011-09-30	n/a	2012-06-30
wgEncodeBroadHistoneH1hescRbbp5a300109aStdAlnRep2	Broad	2011-09-30	n/a	2012-06-30
wgEncodeBroadHistoneH1hescRbbp5a300109aStdPk	Broad	2011-09-30	n/a	2012-06-30
wgEncodeBroadHistoneH1hescRbbp5a300109aStdRawDataRep1	Broad	2011-09-30	n/a	2012-06-30
wgEncodeBroadHistoneH1hescRbbp5a300109aStdRawDataRep2	Broad	2011-09-30	n/a	2012-06-30
wgEncodeBroadHistoneH1hescRbbp5a300109aStdSig	Broad	2011-09-30	n/a	2012-06-30
wgEncodeBroadHistoneH1hescSap3039731AlnRep1	Broad	2012-07-24	n/a	2013-04-23
wgEncodeBroadHistoneH1hescSap3039731Pk	Broad	2012-07-24	n/a	2013-04-23
wgEncodeBroadHistoneH1hescSap3039731RawDataRep1	Broad	2012-07-24	n/a	2013-04-23
wgEncodeBroadHistoneH1hescSap3039731Sig	Broad	2012-07-24	n/a	2013-04-23
wgEncodeBroadHistoneH1hescSirt6AlnRep1	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescSirt6Pk	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescSirt6RawDataRep1	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescSirt6Sig	Broad	2012-07-25	n/a	2013-04-25
wgEncodeBroadHistoneH1hescSuz12051317AlnRep1	Broad	2012-07-24	n/a	2013-04-23
wgEncodeBroadHistoneH1hescSuz12051317Pk	Broad	2012-07-24	n/a	2013-04-23
wgEncodeBroadHistoneH1hescSuz12051317RawDataRep1	Broad	2012-07-24	n/a	2013-04-23
wgEncodeBroadHistoneH1hescSuz12051317Sig	Broad	2012-07-24	n/a	2013-04-23
wgEncodeBroadHistoneHelas3ControlStdAlnRep1	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3ControlStdAlnRep2	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3ControlStdRawDataRep1	Broad	2010-10-22	n/a	2011-07-22
wgEncodeBroadHistoneHelas3ControlStdRawDataRep2	Broad	2010-10-22	n/a	2011-07-22
wgEncodeBroadHistoneHelas3ControlStdSig	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3CtcfStdAlnRep1	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3CtcfStdAlnRep2	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3CtcfStdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneHelas3CtcfStdRawDataRep1	Broad	2010-10-22	n/a	2011-07-22
wgEncodeBroadHistoneHelas3CtcfStdRawDataRep2	Broad	2010-10-22	n/a	2011-07-22
wgEncodeBroadHistoneHelas3CtcfStdSig	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3Ezh239875AlnRep1	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneHelas3Ezh239875AlnRep2	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneHelas3Ezh239875Pk	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneHelas3Ezh239875RawDataRep1	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneHelas3Ezh239875RawDataRep2	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneHelas3Ezh239875Sig	Broad	2012-03-15	n/a	2012-12-15
wgEncodeBroadHistoneHelas3H2azAlnRep1	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H2azAlnRep2	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H2azPk	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H2azRawDataRep1	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H2azRawDataRep2	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H2azSig	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H3k04me1StdAlnRep1	Broad	2011-06-14	n/a	2012-03-14
wgEncodeBroadHistoneHelas3H3k04me1StdAlnRep2	Broad	2011-06-14	n/a	2012-03-14
wgEncodeBroadHistoneHelas3H3k04me1StdPk	Broad	2011-06-14	n/a	2012-03-14
wgEncodeBroadHistoneHelas3H3k04me1StdRawDataRep1	Broad	2011-06-14	n/a	2012-03-14
wgEncodeBroadHistoneHelas3H3k04me1StdRawDataRep2	Broad	2011-06-14	n/a	2012-03-14
wgEncodeBroadHistoneHelas3H3k04me1StdSig	Broad	2011-06-14	n/a	2012-03-14
wgEncodeBroadHistoneHelas3H3k09me3AlnRep1	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H3k09me3AlnRep2	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H3k09me3Pk	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H3k09me3RawDataRep1	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H3k09me3RawDataRep2	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H3k09me3Sig	Broad	2011-10-20	n/a	2012-07-20
wgEncodeBroadHistoneHelas3H3k27acStdAlnRep1	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3H3k27acStdAlnRep2	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3H3k27acStdPk	Broad	2010-11-05	2010-11-05	2011-08-05
wgEncodeBroadHistoneHelas3H3k27acStdRawDataRep1	Broad	2010-10-22	n/a	2011-07-22
wgEncodeBroadHistoneHelas3H3k27acStdRawDataRep2	Broad	2010-10-22	n/a	2011-07-22
wgEncodeBroadHistoneHelas3H3k27acStdSig	Broad	2010-06-21	2010-11-05	2011-03-21
wgEncodeBroadHistoneHelas3H3k27me3StdAlnRep1	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneHelas3H3k27me3StdAlnRep2	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneHelas3H3k27me3StdPk	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneHelas3H3k27me3StdRawDataRep1	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneHelas3H3k27me3StdRawDataRep2	Broad	2010-11-16	n/a	2011-08-15
wgEncodeBroadHistoneHelas3H3k27me3StdSig	Broad	2010-11-16	n/a	2011-08-15
