wgEncodeHaibTfbsGm12878Zbtb33Pcr1xPkRep2	HudsonAlpha	2009-11-30	2010-06-07	2010-08-30
wgEncodeHaibTfbsGm12878Zbtb33Pcr1xRawRep1	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12878Zbtb33Pcr1xRawRep2	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12878Zbtb33RawDataRep1	HudsonAlpha	2009-11-30	n/a	2010-08-30
wgEncodeHaibTfbsGm12878Zbtb33RawDataRep2	HudsonAlpha	2009-11-30	n/a	2010-08-30
wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102AlnRep1	HudsonAlpha	2011-01-19	n/a	2011-10-19
wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102AlnRep2	HudsonAlpha	2011-01-19	n/a	2011-10-19
wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102PkRep1	HudsonAlpha	2011-01-19	n/a	2011-10-19
wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102PkRep2	HudsonAlpha	2011-01-19	n/a	2011-10-19
wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102RawDataRep1	HudsonAlpha	2011-01-19	n/a	2011-10-19
wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102RawDataRep2	HudsonAlpha	2011-01-19	n/a	2011-10-19
wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102RawRep1	HudsonAlpha	2011-01-19	n/a	2011-10-19
wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102RawRep2	HudsonAlpha	2011-01-19	n/a	2011-10-19
wgEncodeHaibTfbsGm12891Pax5c20V0416101AlnRep1	HudsonAlpha	2010-12-14	n/a	2011-09-14
wgEncodeHaibTfbsGm12891Pax5c20V0416101AlnRep2	HudsonAlpha	2010-12-14	n/a	2011-09-14
wgEncodeHaibTfbsGm12891Pax5c20V0416101PkRep1	HudsonAlpha	2010-06-17	n/a	2011-03-17
wgEncodeHaibTfbsGm12891Pax5c20V0416101PkRep2	HudsonAlpha	2010-06-17	n/a	2011-03-17
wgEncodeHaibTfbsGm12891Pax5c20V0416101RawDataRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12891Pax5c20V0416101RawDataRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12891Pax5c20V0416101RawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsGm12891Pax5c20V0416101RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xAlnRep1	HudsonAlpha	2010-12-14	2010-06-07	2011-09-14
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xAlnRep2	HudsonAlpha	2010-12-14	2010-06-07	2011-09-14
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xPkRep1	HudsonAlpha	2010-01-11	2010-06-07	2010-10-11
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xPkRep2	HudsonAlpha	2010-01-11	2010-06-07	2010-10-11
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xRawDataRep1	HudsonAlpha	2010-01-11	n/a	2010-10-11
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xRawDataRep2	HudsonAlpha	2010-01-11	n/a	2010-10-11
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xRawRep1	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xRawRep2	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12891Pol2Pcr1xAlnRep1	HudsonAlpha	2010-12-14	2010-06-07	2011-09-14
wgEncodeHaibTfbsGm12891Pol2Pcr1xAlnRep2	HudsonAlpha	2010-12-14	2010-06-07	2011-09-14
wgEncodeHaibTfbsGm12891Pol2Pcr1xPkRep1	HudsonAlpha	2010-01-11	2010-06-07	2010-10-11
wgEncodeHaibTfbsGm12891Pol2Pcr1xPkRep2	HudsonAlpha	2010-01-11	2010-06-07	2010-10-11
wgEncodeHaibTfbsGm12891Pol2Pcr1xRawDataRep1	HudsonAlpha	2010-01-11	n/a	2010-10-11
wgEncodeHaibTfbsGm12891Pol2Pcr1xRawDataRep2	HudsonAlpha	2010-01-11	n/a	2010-10-11
wgEncodeHaibTfbsGm12891Pol2Pcr1xRawRep1	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12891Pol2Pcr1xRawRep2	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xAlnRep1	HudsonAlpha	2010-12-01	2011-03-04	2011-09-01
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xAlnRep2	HudsonAlpha	2010-12-01	2011-03-04	2011-09-01
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xPkRep1	HudsonAlpha	2010-01-11	2010-06-07	2010-10-11
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xPkRep2	HudsonAlpha	2010-01-11	2010-06-07	2010-10-11
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xRawDataRep1	HudsonAlpha	2010-01-11	n/a	2010-10-11
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xRawDataRep2	HudsonAlpha	2010-01-11	n/a	2010-10-11
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xRawRep1	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xRawRep2	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12891Pu1Pcr1xAlnRep1	HudsonAlpha	2010-12-14	2010-06-07	2011-09-14
wgEncodeHaibTfbsGm12891Pu1Pcr1xAlnRep2	HudsonAlpha	2010-12-14	2010-06-07	2011-09-14
wgEncodeHaibTfbsGm12891Pu1Pcr1xPkRep1	HudsonAlpha	2010-01-11	2010-06-07	2010-10-10
wgEncodeHaibTfbsGm12891Pu1Pcr1xPkRep2	HudsonAlpha	2010-01-11	2010-06-07	2010-10-10
wgEncodeHaibTfbsGm12891Pu1Pcr1xRawDataRep1	HudsonAlpha	2010-01-11	n/a	2010-10-10
wgEncodeHaibTfbsGm12891Pu1Pcr1xRawDataRep2	HudsonAlpha	2010-01-11	n/a	2010-10-10
wgEncodeHaibTfbsGm12891Pu1Pcr1xRawRep1	HudsonAlpha	2010-11-30	n/a	2011-08-30
wgEncodeHaibTfbsGm12891Pu1Pcr1xRawRep2	HudsonAlpha	2010-11-30	n/a	2011-08-30
wgEncodeHaibTfbsGm12891RxlchPcr1xAlnRep1	HudsonAlpha	2011-01-19	2010-06-07	2011-10-19
wgEncodeHaibTfbsGm12891RxlchPcr1xRawDataRep1	HudsonAlpha	2010-01-11	n/a	2010-10-10
wgEncodeHaibTfbsGm12891RxlchPcr1xRawRep1	HudsonAlpha	2010-12-01	2011-03-04	2011-09-01
wgEncodeHaibTfbsGm12891RxlchV0416101AlnRep1	HudsonAlpha	2011-01-07	2010-05-12	2011-10-07
wgEncodeHaibTfbsGm12891RxlchV0416101RawDataRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsGm12891RxlchV0416101RawRep1	HudsonAlpha	2010-11-29	2011-03-22	2011-08-28
wgEncodeHaibTfbsGm12891Taf1Pcr1xAlnRep1	HudsonAlpha	2010-12-14	2010-06-07	2011-09-14
wgEncodeHaibTfbsGm12891Taf1Pcr1xAlnRep2	HudsonAlpha	2010-12-14	2010-06-07	2011-09-14
wgEncodeHaibTfbsGm12891Taf1Pcr1xPkRep1	HudsonAlpha	2010-01-11	2010-06-07	2010-10-11
wgEncodeHaibTfbsGm12891Taf1Pcr1xPkRep2	HudsonAlpha	2010-01-11	2010-06-07	2010-10-11
wgEncodeHaibTfbsGm12891Taf1Pcr1xRawDataRep1	HudsonAlpha	2010-01-11	n/a	2010-10-11
wgEncodeHaibTfbsGm12891Taf1Pcr1xRawDataRep2	HudsonAlpha	2010-01-11	n/a	2010-10-11
wgEncodeHaibTfbsGm12891Taf1Pcr1xRawRep1	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12891Taf1Pcr1xRawRep2	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12891Yy1sc281V0416101AlnRep1	HudsonAlpha	2010-09-27	n/a	2011-06-27
wgEncodeHaibTfbsGm12891Yy1sc281V0416101AlnRep2	HudsonAlpha	2010-09-27	n/a	2011-06-27
wgEncodeHaibTfbsGm12891Yy1sc281V0416101PkRep1	HudsonAlpha	2010-09-27	n/a	2011-06-27
wgEncodeHaibTfbsGm12891Yy1sc281V0416101PkRep2	HudsonAlpha	2010-09-27	n/a	2011-06-27
wgEncodeHaibTfbsGm12891Yy1sc281V0416101RawDataRep1	HudsonAlpha	2010-12-01	2011-03-04	2011-09-01
wgEncodeHaibTfbsGm12891Yy1sc281V0416101RawDataRep2	HudsonAlpha	2010-12-01	2011-03-04	2011-09-01
wgEncodeHaibTfbsGm12891Yy1sc281V0416101RawRep1	HudsonAlpha	2010-11-29	2011-03-22	2011-08-28
wgEncodeHaibTfbsGm12891Yy1sc281V0416101RawRep2	HudsonAlpha	2010-11-29	2011-03-22	2011-08-28
wgEncodeHaibTfbsGm12892Pax5c20V0416101AlnRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Pax5c20V0416101AlnRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Pax5c20V0416101PkRep1	HudsonAlpha	2010-06-17	n/a	2011-03-17
wgEncodeHaibTfbsGm12892Pax5c20V0416101PkRep2	HudsonAlpha	2010-06-17	n/a	2011-03-17
wgEncodeHaibTfbsGm12892Pax5c20V0416101RawDataRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Pax5c20V0416101RawDataRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Pax5c20V0416101RawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsGm12892Pax5c20V0416101RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsGm12892Pol24h8V0416102AlnRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Pol24h8V0416102AlnRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Pol24h8V0416102PkRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Pol24h8V0416102PkRep2	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Pol24h8V0416102RawDataRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Pol24h8V0416102RawDataRep2	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Pol24h8V0416102RawRep1	HudsonAlpha	2011-03-08	n/a	2011-12-08
wgEncodeHaibTfbsGm12892Pol24h8V0416102RawRep2	HudsonAlpha	2011-03-08	n/a	2011-12-08
wgEncodeHaibTfbsGm12892Pol2V0416102AlnRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Pol2V0416102AlnRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Pol2V0416102PkRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Pol2V0416102PkRep2	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Pol2V0416102RawDataRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Pol2V0416102RawDataRep2	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Pol2V0416102RawRep1	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12892Pol2V0416102RawRep2	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12892RxlchV0416101AlnRep1	HudsonAlpha	2010-01-1	2011-04-25	2011-02-12
wgEncodeHaibTfbsGm12892RxlchV0416101AlnRep1V2	HudsonAlpha	2010-01-12	2012-01-23	2011-02-12
wgEncodeHaibTfbsGm12892RxlchV0416101RawDataRep1	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsGm12892RxlchV0416101RawDataRep1V2	HudsonAlpha	2011-01-05	2012-01-23	2011-10-05
wgEncodeHaibTfbsGm12892RxlchV0416101RawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsGm12892RxlchV0416102AlnRep1	HudsonAlpha	2010-05-31	2011-04-25	2011-03-03
wgEncodeHaibTfbsGm12892RxlchV0416102AlnRep1V2	HudsonAlpha	2010-05-31	2012-01-23	2011-03-03
wgEncodeHaibTfbsGm12892RxlchV0416102RawDataRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892RxlchV0416102RawRep1	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12892Taf1V0416102AlnRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Taf1V0416102AlnRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsGm12892Taf1V0416102PkRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Taf1V0416102PkRep2	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Taf1V0416102RawDataRep1	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Taf1V0416102RawDataRep2	HudsonAlpha	2010-01-06	2011-03-22	2010-10-06
wgEncodeHaibTfbsGm12892Taf1V0416102RawRep1	HudsonAlpha	2011-01-06	n/a	2011-10-06
wgEncodeHaibTfbsGm12892Taf1V0416102RawRep2	HudsonAlpha	2010-12-01	n/a	2011-09-01
wgEncodeHaibTfbsGm12892Yy1V0416101AlnRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsGm12892Yy1V0416101AlnRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsGm12892Yy1V0416101PkRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsGm12892Yy1V0416101PkRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsGm12892Yy1V0416101RawDataRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsGm12892Yy1V0416101RawDataRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsGm12892Yy1V0416101RawRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsGm12892Yy1V0416101RawRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111AlnRep1	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111AlnRep2	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111PkRep1	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111PkRep2	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111RawDataRep1	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111RawDataRep2	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111RawRep1	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescAtf2sc81188V0422111RawRep2	HudsonAlpha	2011-09-27	n/a	2012-06-27
wgEncodeHaibTfbsH1hescAtf3V0416102AlnRep1	HudsonAlpha	2010-09-15	n/a	2011-06-15
wgEncodeHaibTfbsH1hescAtf3V0416102AlnRep2	HudsonAlpha	2010-09-15	n/a	2011-06-15
wgEncodeHaibTfbsH1hescAtf3V0416102PkRep1	HudsonAlpha	2010-09-15	n/a	2011-06-15
wgEncodeHaibTfbsH1hescAtf3V0416102PkRep2	HudsonAlpha	2010-09-15	n/a	2011-06-15
wgEncodeHaibTfbsH1hescAtf3V0416102RawDataRep1	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescAtf3V0416102RawDataRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsH1hescAtf3V0416102RawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescAtf3V0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescBcl11aPcr1xAlnRep1	HudsonAlpha	2010-04-22	2011-03-02	2011-01-22
wgEncodeHaibTfbsH1hescBcl11aPcr1xPkRep1	HudsonAlpha	2010-04-22	2011-03-02	2011-01-22
wgEncodeHaibTfbsH1hescBcl11aPcr1xRawDataRep1	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescBcl11aPcr1xRawRep1	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsH1hescBcl11aV0416102AlnRep2	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsH1hescBcl11aV0416102PkRep2	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsH1hescBcl11aV0416102RawDataRep2	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsH1hescBcl11aV0416102RawRep2	HudsonAlpha	2011-01-05	2011-03-07	2011-10-05
wgEncodeHaibTfbsH1hescCreb1sc240V0422111AlnRep1	HudsonAlpha	2012-07-16	n/a	2013-04-16
wgEncodeHaibTfbsH1hescCreb1sc240V0422111AlnRep2	HudsonAlpha	2012-07-16	n/a	2013-04-16
wgEncodeHaibTfbsH1hescCreb1sc240V0422111PkRep1	HudsonAlpha	2012-07-16	n/a	2013-04-16
wgEncodeHaibTfbsH1hescCreb1sc240V0422111PkRep2	HudsonAlpha	2012-07-16	n/a	2013-04-16
wgEncodeHaibTfbsH1hescCreb1sc240V0422111RawDataRep1	HudsonAlpha	2012-07-16	n/a	2013-04-16
wgEncodeHaibTfbsH1hescCreb1sc240V0422111RawDataRep2	HudsonAlpha	2012-07-16	n/a	2013-04-16
wgEncodeHaibTfbsH1hescCreb1sc240V0422111RawRep1	HudsonAlpha	2012-07-16	n/a	2013-04-16
wgEncodeHaibTfbsH1hescCreb1sc240V0422111RawRep2	HudsonAlpha	2012-07-16	n/a	2013-04-16
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102AlnRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102AlnRep2	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102PkRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102PkRep2	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102RawDataRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102RawDataRep2	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102RawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescCtcfsc5916V0416102RawRep2	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescE2f6V0422111AlnRep1	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescE2f6V0422111AlnRep2	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescE2f6V0422111PkRep1	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescE2f6V0422111PkRep2	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescE2f6V0422111RawDataRep1	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescE2f6V0422111RawDataRep2	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescE2f6V0422111RawRep1	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescE2f6V0422111RawRep2	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescEgr1V0416102AlnRep1	HudsonAlpha	2010-05-27	n/a	2011-02-27
wgEncodeHaibTfbsH1hescEgr1V0416102AlnRep2	HudsonAlpha	2010-05-27	n/a	2011-02-27
wgEncodeHaibTfbsH1hescEgr1V0416102PkRep1	HudsonAlpha	2010-05-27	n/a	2011-02-27
wgEncodeHaibTfbsH1hescEgr1V0416102PkRep2	HudsonAlpha	2010-05-27	n/a	2011-02-27
wgEncodeHaibTfbsH1hescEgr1V0416102RawDataRep1	HudsonAlpha	2010-12-17	n/a	2011-09-17
wgEncodeHaibTfbsH1hescEgr1V0416102RawDataRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsH1hescEgr1V0416102RawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21
wgEncodeHaibTfbsH1hescEgr1V0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescFosl1sc183V0416102AlnRep1	HudsonAlpha	2011-03-23	n/a	2011-12-23
wgEncodeHaibTfbsH1hescFosl1sc183V0416102AlnRep2	HudsonAlpha	2011-03-23	n/a	2011-12-23
wgEncodeHaibTfbsH1hescFosl1sc183V0416102PkRep1	HudsonAlpha	2011-03-23	n/a	2011-12-23
wgEncodeHaibTfbsH1hescFosl1sc183V0416102PkRep2	HudsonAlpha	2011-03-23	n/a	2011-12-23
wgEncodeHaibTfbsH1hescFosl1sc183V0416102RawDataRep1	HudsonAlpha	2011-03-23	n/a	2011-12-23
wgEncodeHaibTfbsH1hescFosl1sc183V0416102RawDataRep2	HudsonAlpha	2011-03-23	n/a	2011-12-23
wgEncodeHaibTfbsH1hescFosl1sc183V0416102RawRep1	HudsonAlpha	2011-03-23	n/a	2011-12-23
wgEncodeHaibTfbsH1hescFosl1sc183V0416102RawRep2	HudsonAlpha	2011-03-23	n/a	2011-12-23
wgEncodeHaibTfbsH1hescGabpPcr1xAlnRep1	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescGabpPcr1xAlnRep2	HudsonAlpha	2011-01-07	n/a	2011-10-07
wgEncodeHaibTfbsH1hescGabpPcr1xPkRep1	HudsonAlpha	2010-04-29	n/a	2011-01-29
wgEncodeHaibTfbsH1hescGabpPcr1xPkRep2	HudsonAlpha	2010-04-29	n/a	2011-01-29
wgEncodeHaibTfbsH1hescGabpPcr1xRawDataRep1	HudsonAlpha	2011-03-14	n/a	2011-12-14
wgEncodeHaibTfbsH1hescGabpPcr1xRawDataRep2	HudsonAlpha	2010-12-20	n/a	2011-09-20
wgEncodeHaibTfbsH1hescGabpPcr1xRawRep1	HudsonAlpha	2011-03-08	n/a	2011-12-08
wgEncodeHaibTfbsH1hescGabpPcr1xRawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102AlnRep1	HudsonAlpha	2011-03-02	n/a	2011-12-02
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102AlnRep2	HudsonAlpha	2011-03-02	n/a	2011-12-02
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102PkRep1	HudsonAlpha	2011-03-02	n/a	2011-12-02
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102PkRep2	HudsonAlpha	2011-03-02	n/a	2011-12-02
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102RawDataRep1	HudsonAlpha	2011-03-02	n/a	2011-12-02
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102RawDataRep2	HudsonAlpha	2011-03-02	n/a	2011-12-02
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102RawRep1	HudsonAlpha	2011-03-02	n/a	2011-12-02
wgEncodeHaibTfbsH1hescHdac2sc6296V0416102RawRep2	HudsonAlpha	2011-03-02	n/a	2011-12-02
wgEncodeHaibTfbsH1hescJundV0416102AlnRep1	HudsonAlpha	2010-10-22	n/a	2011-07-22
wgEncodeHaibTfbsH1hescJundV0416102AlnRep2	HudsonAlpha	2010-10-22	n/a	2011-07-22
wgEncodeHaibTfbsH1hescJundV0416102PkRep1	HudsonAlpha	2010-10-22	n/a	2011-07-22
wgEncodeHaibTfbsH1hescJundV0416102PkRep2	HudsonAlpha	2010-10-22	n/a	2011-07-22
wgEncodeHaibTfbsH1hescJundV0416102RawDataRep1	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescJundV0416102RawDataRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08
wgEncodeHaibTfbsH1hescJundV0416102RawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescJundV0416102RawRep2	HudsonAlpha	2010-11-29	n/a	2011-08-28
wgEncodeHaibTfbsH1hescMaxV0422111AlnRep1	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescMaxV0422111AlnRep2	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescMaxV0422111PkRep1	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescMaxV0422111PkRep2	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescMaxV0422111RawDataRep1	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescMaxV0422111RawDataRep2	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescMaxV0422111RawRep1	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescMaxV0422111RawRep2	HudsonAlpha	2012-07-03	n/a	2013-04-03
wgEncodeHaibTfbsH1hescNanogsc33759V0416102AlnRep1	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescNanogsc33759V0416102AlnRep2	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescNanogsc33759V0416102PkRep1	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescNanogsc33759V0416102PkRep2	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescNanogsc33759V0416102RawDataRep1	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescNanogsc33759V0416102RawDataRep2	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescNanogsc33759V0416102RawRep1	HudsonAlpha	2011-01-11	n/a	2011-10-11
wgEncodeHaibTfbsH1hescNanogsc33759V0416102RawRep2	HudsonAlpha	2011-01-11	n/a	2011-10-11
