#metaObject	lab	dateSubmitted	dateResubmitted	dateUnrestricted	composite
wgEncodeCshlShortRnaSeqMcf7CellCiptapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellCiptapExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellCiptapProtocolRep3	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellCiptapProtocolRep4	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellProtocolRep3	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellProtocolRep4	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalAlnRep3	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalAlnRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalCiptapAlnRep3	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalCiptapAlnRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalCiptapMinusRep3	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalCiptapMinusRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalCiptapPlusRep3	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalCiptapPlusRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalCiptapRawDataRep3	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalCiptapRawDataRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalMinusRep3	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalMinusRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalPlusRep3	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalPlusRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalRawDataRep3	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalRawDataRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapAlnRep1	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapAlnRep1V2	CSHL	2011-01-19	2012-03-01	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapAlnRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapAlnRep2V2	CSHL	2011-01-19	2012-02-29	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapMinusRawRep1	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapMinusRawRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapMinusRep1V2	CSHL	2011-01-19	2012-03-01	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapMinusRep2V2	CSHL	2011-01-19	2012-02-29	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapPlusRawRep1	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapPlusRawRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapPlusRep1V2	CSHL	2011-01-19	2012-03-01	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapPlusRep2V2	CSHL	2011-01-19	2012-02-29	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapProtocolRep1	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapProtocolRep1V2	CSHL	2011-01-19	2012-02-14	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapProtocolRep2	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapProtocolRep2V2	CSHL	2011-01-19	2012-02-14	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapRawDataRep1	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapRawDataRep1V2	CSHL	2011-01-19	2012-03-01	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapRawDataRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapRawDataRep2V2	CSHL	2011-01-19	2012-02-29	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellTapContigs	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellTapContigsV2	CSHL	2011-01-19	2012-03-28	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellTapExonsGencV10	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CellTapExonsGencV10V2	CSHL	2011-01-19	2012-03-30	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolExonsGencV10	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolProtocolRep3	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolProtocolRep4	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalAlnRep3	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalAlnRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalMinusRep3	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalMinusRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalPlusRep3	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalPlusRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalRawDataRep3	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalRawDataRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapAlnRep3	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapAlnRep4	CSHL	2012-03-01	n/a	2012-12-01	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapMinusRep3	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapMinusRep4	CSHL	2012-03-01	n/a	2012-12-01	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapPlusRep3	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapPlusRep4	CSHL	2012-03-01	n/a	2012-12-01	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapProtocolRep3	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapProtocolRep4	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapRawDataRep3	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolShorttotalTapRawDataRep4	CSHL	2012-03-01	n/a	2012-12-01	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolTapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7CytosolTapExonsGencV10	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusProtocolRep3	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusProtocolRep4	CSHL	2012-06-29	n/a	2013-03-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalAlnRep3	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalAlnRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalMinusRep3	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalMinusRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalPlusRep3	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalPlusRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalRawDataRep3	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalRawDataRep4	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapAlnRep3	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapAlnRep4	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapMinusRep3	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapMinusRep4	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapPlusRep3	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapPlusRep4	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapProtocolRep3	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapProtocolRep4	CSHL	2012-02-14	n/a	2012-11-14	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapRawDataRep3	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusShorttotalTapRawDataRep4	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusTapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMcf7NucleusTapExonsGencV10	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapAlnRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapAlnRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapMinusRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapMinusRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapPlusRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapPlusRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapProtocolRep1	CSHL	2012-06-28	n/a	2013-03-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapProtocolRep2	CSHL	2012-06-28	n/a	2013-03-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapRawDataRep1	CSHL	2012-02-19	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqMonocd14CellTapRawDataRep2	CSHL	2012-02-18	n/a	2012-11-18	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdf00608013CellShorttotalTapAlnRep2	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdf00608013CellShorttotalTapMinusRep2	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdf00608013CellShorttotalTapPlusRep2	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdf00608013CellShorttotalTapRawDataRep2	CSHL	2012-02-29	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdf70717012CellShorttotalTapAlnRep1	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdf70717012CellShorttotalTapMinusRep1	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdf70717012CellShorttotalTapPlusRep1	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdf70717012CellShorttotalTapRawDataRep1	CSHL	2012-03-01	n/a	2012-11-29	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdfCellTapContigs	CSHL	2012-03-28	n/a	2012-12-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdfCellTapExonsGencV10	CSHL	2012-03-30	n/a	2012-12-30	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdfCellTapProtocolRep1	CSHL	2012-06-28	n/a	2013-03-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhdfCellTapProtocolRep2	CSHL	2012-06-28	n/a	2013-03-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapAlnRep1	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapAlnRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapMinusRawRep1	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapMinusRawRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapPlusRawRep1	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapPlusRawRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapProtocolRep1	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapProtocolRep2	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapRawDataRep1	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCellShorttotalTapRawDataRep2	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapAlnRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapAlnRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapMinusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapMinusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapPlusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapPlusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapProtocolRep3	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapProtocolRep4	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapRawDataRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekCytosolShorttotalTapRawDataRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapAlnRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapAlnRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapContigs	CSHL	2011-07-12	2012-02-07	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapExonsGencV7	CSHL	2011-07-12	n/a	2012-04-12	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapMinusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapMinusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapPlusRawRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapPlusRawRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapProtocolRep3	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapProtocolRep4	CSHL	2012-02-15	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapRawDataRep3	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusShorttotalTapRawDataRep4	CSHL	2011-01-19	n/a	2011-10-19	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusTapContigs	CSHL	2012-05-07	n/a	2013-02-07	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhekNucleusTapExonsGencV10	CSHL	2012-05-07	n/a	2013-02-07	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapAlnRep1	CSHL	2012-03-20	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapAlnRep2	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapContigs	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapExonsGencV10	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapMinusRep1	CSHL	2012-03-20	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapMinusRep2	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapPlusRep1	CSHL	2012-03-20	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapPlusRep2	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapProtocolRep1	CSHL	2012-06-28	n/a	2013-03-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapProtocolRep2	CSHL	2012-06-28	n/a	2013-03-28	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapRawDataRep1	CSHL	2012-03-20	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemfm2CellTapRawDataRep2	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemm2CellTapAlnRep1	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemm2CellTapAlnRep2	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemm2CellTapContigs	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemm2CellTapExonsGencV10	CSHL	2012-04-23	n/a	2013-01-23	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemm2CellTapMinusRep1	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemm2CellTapMinusRep2	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
wgEncodeCshlShortRnaSeqNhemm2CellTapPlusRep1	CSHL	2012-03-21	n/a	2012-12-20	wgEncodeCshlShortRnaSeq
