#metaObject	lab	dateSubmitted	dateResubmitted	dateUnrestricted	composite
wgEncodeHaibTfbsMcf7Sin3ak20V0422111RawDataRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Sin3ak20V0422111RawDataRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Sin3ak20V0422111RawRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Sin3ak20V0422111RawRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7SrfV0422111AlnRep1	HudsonAlpha	2012-07-30	n/a	2013-04-30	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7SrfV0422111AlnRep2	HudsonAlpha	2012-07-30	n/a	2013-04-30	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7SrfV0422111PkRep1	HudsonAlpha	2012-07-30	n/a	2013-04-30	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7SrfV0422111PkRep2	HudsonAlpha	2012-07-30	n/a	2013-04-30	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7SrfV0422111RawDataRep1	HudsonAlpha	2012-07-30	n/a	2013-04-30	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7SrfV0422111RawDataRep2	HudsonAlpha	2012-07-30	n/a	2013-04-30	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7SrfV0422111RawRep1	HudsonAlpha	2012-07-30	n/a	2013-04-30	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7SrfV0422111RawRep2	HudsonAlpha	2012-07-30	n/a	2013-04-30	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Taf1V0422111AlnRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Taf1V0422111AlnRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Taf1V0422111PkRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Taf1V0422111PkRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Taf1V0422111RawDataRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Taf1V0422111RawDataRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Taf1V0422111RawRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Taf1V0422111RawRep2	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tcf12V0422111AlnRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tcf12V0422111AlnRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tcf12V0422111PkRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tcf12V0422111PkRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tcf12V0422111RawDataRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tcf12V0422111RawDataRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tcf12V0422111RawRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tcf12V0422111RawRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111AlnRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111AlnRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111PkRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111PkRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111RawDataRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111RawDataRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111RawRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111RawRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfPcr2xAlnRep1	HudsonAlpha	2010-06-21	n/a	2011-03-21	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfPcr2xAlnRep2	HudsonAlpha	2010-08-06	n/a	2011-05-06	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfPcr2xPkRep1	HudsonAlpha	2010-06-21	n/a	2011-03-21	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfPcr2xPkRep2	HudsonAlpha	2010-08-06	n/a	2011-05-06	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfPcr2xRawDataRep1	HudsonAlpha	2010-12-20	n/a	2011-09-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfPcr2xRawDataRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfPcr2xRawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfPcr2xRawRep2	HudsonAlpha	2011-01-20	n/a	2011-10-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0416101AlnRep1	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0416101AlnRep2	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0416101PkRep1	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0416101PkRep2	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0416101RawDataRep1	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0416101RawDataRep2	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0416101RawRep1	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0416101RawRep2	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0422111AlnRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0422111AlnRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0422111PkRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0422111PkRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0422111RawDataRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0422111RawDataRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0422111RawRep1	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1NrsfV0422111RawRep2	HudsonAlpha	2012-07-29	n/a	2013-04-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Pol24h8V0416101AlnRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Pol24h8V0416101AlnRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Pol24h8V0416101PkRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Pol24h8V0416101PkRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Pol24h8V0416101RawDataRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Pol24h8V0416101RawDataRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Pol24h8V0416101RawRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Pol24h8V0416101RawRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchPcr2xAlnRep1	HudsonAlpha	2011-02-07	n/a	2011-05-06	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchPcr2xAlnRep2	HudsonAlpha	2011-01-19	n/a	2011-10-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchPcr2xRawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchPcr2xRawRep2	HudsonAlpha	2011-01-20	n/a	2011-10-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchRawDataRep1	HudsonAlpha	2010-01-15	n/a	2010-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchRawDataRep2	HudsonAlpha	2010-01-15	n/a	2010-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0416101AlnRep1	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0416101AlnRep2	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0416101RawDataRep1	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0416101RawDataRep2	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0416101RawRep1	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0416101RawRep2	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0422111AlnRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0422111RawDataRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1RxlchV0422111RawRep1	HudsonAlpha	2012-07-31	n/a	2013-05-01	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Sin3ak20V0416101AlnRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Sin3ak20V0416101AlnRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Sin3ak20V0416101PkRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Sin3ak20V0416101PkRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Sin3ak20V0416101RawDataRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Sin3ak20V0416101RawDataRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Sin3ak20V0416101RawRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPanc1Sin3ak20V0416101RawRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xAlnRep1	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xAlnRep2	HudsonAlpha	2008-10-31	2011-04-18	2009-07-31	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xPkRep1	HudsonAlpha	2011-06-02	n/a	2012-03-02	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xPkRep2	HudsonAlpha	2008-10-31	2011-04-18	2009-07-31	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xRawDataRep1	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xRawRep1	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xRawRep2	HudsonAlpha	2008-10-31	2011-04-18	2009-07-31	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Foxp2RawDataRep2	HudsonAlpha	2008-10-31	n/a	2009-07-31	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfPcr2xAlnRep1	HudsonAlpha	2010-08-06	n/a	2011-05-06	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfPcr2xAlnRep2	HudsonAlpha	2010-06-21	n/a	2011-03-21	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfPcr2xPkRep1	HudsonAlpha	2010-08-06	n/a	2011-05-06	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfPcr2xPkRep2	HudsonAlpha	2010-06-21	n/a	2011-03-21	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfPcr2xRawDataRep1	HudsonAlpha	2010-12-17	n/a	2011-09-17	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfPcr2xRawDataRep2	HudsonAlpha	2010-12-08	n/a	2011-09-08	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfPcr2xRawRep1	HudsonAlpha	2010-11-29	n/a	2011-08-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfPcr2xRawRep2	HudsonAlpha	2011-01-20	n/a	2011-10-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfV0416101AlnRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfV0416101AlnRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfV0416101PkRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfV0416101PkRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfV0416101RawDataRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfV0416101RawDataRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfV0416101RawRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1NrsfV0416101RawRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Pol24h8V0416101AlnRep1	HudsonAlpha	2011-06-28	n/a	2012-03-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Pol24h8V0416101AlnRep2	HudsonAlpha	2011-06-28	n/a	2012-03-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Pol24h8V0416101PkRep1	HudsonAlpha	2011-06-28	n/a	2012-03-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Pol24h8V0416101PkRep2	HudsonAlpha	2011-06-28	n/a	2012-03-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Pol24h8V0416101RawDataRep1	HudsonAlpha	2011-06-28	n/a	2012-03-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Pol24h8V0416101RawDataRep2	HudsonAlpha	2011-06-28	n/a	2012-03-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Pol24h8V0416101RawRep1	HudsonAlpha	2011-06-28	n/a	2012-03-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Pol24h8V0416101RawRep2	HudsonAlpha	2011-06-28	n/a	2012-03-28	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xAlnRep1	HudsonAlpha	2010-08-06	n/a	2011-05-06	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xAlnRep2	HudsonAlpha	2011-01-19	n/a	2011-10-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xAlnRep3	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawDataRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawDataRep2	HudsonAlpha	2011-01-21	n/a	2011-10-21	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawDataRep3	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawRep1	HudsonAlpha	2011-01-21	n/a	2011-10-21	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawRep2	HudsonAlpha	2011-01-20	n/a	2011-10-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawRep3	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchV0416101AlnRep1	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchV0416101RawDataRep1	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1RxlchV0416101RawRep1	HudsonAlpha	2011-07-18	n/a	2012-04-18	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101AlnRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101AlnRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101PkRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101PkRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101RawDataRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101RawDataRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101RawRep1	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101RawRep2	HudsonAlpha	2011-06-27	n/a	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Taf1V0416101AlnRep1	HudsonAlpha	2011-09-13	n/a	2012-06-13	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Taf1V0416101AlnRep2	HudsonAlpha	2011-09-13	n/a	2012-06-13	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Taf1V0416101PkRep1	HudsonAlpha	2011-09-13	n/a	2012-06-13	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Taf1V0416101PkRep2	HudsonAlpha	2011-09-13	n/a	2012-06-13	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Taf1V0416101RawDataRep1	HudsonAlpha	2011-09-13	n/a	2012-06-13	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Taf1V0416101RawDataRep2	HudsonAlpha	2011-09-13	n/a	2012-06-13	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Taf1V0416101RawRep1	HudsonAlpha	2011-09-13	n/a	2012-06-13	wgEncodeHaibTfbs
wgEncodeHaibTfbsPfsk1Taf1V0416101RawRep2	HudsonAlpha	2011-09-13	n/a	2012-06-13	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcFoxp2Pcr2xAlnRep1	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcFoxp2Pcr2xAlnRep2	HudsonAlpha	2008-10-31	2011-04-18	2009-07-31	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcFoxp2Pcr2xPkRep1	HudsonAlpha	2011-06-02	n/a	2012-03-02	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcFoxp2Pcr2xPkRep2	HudsonAlpha	2008-10-31	2011-04-18	2009-07-31	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcFoxp2Pcr2xRawDataRep1	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcFoxp2Pcr2xRawRep1	HudsonAlpha	2011-05-20	n/a	2012-02-20	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcFoxp2Pcr2xRawRep2	HudsonAlpha	2008-10-31	2011-04-18	2009-07-31	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcFoxp2RawDataRep2	HudsonAlpha	2008-10-31	n/a	2009-07-31	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcPol24h8V0416101AlnRep1	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcPol24h8V0416101AlnRep2V2	HudsonAlpha	2011-06-29	2011-09-02	2012-03-27	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcPol24h8V0416101PkRep1	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcPol24h8V0416101PkRep2	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcPol24h8V0416101RawDataRep1	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcPol24h8V0416101RawDataRep2	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcPol24h8V0416101RawRep1	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcPol24h8V0416101RawRep2	HudsonAlpha	2011-06-29	n/a	2012-03-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcRxlchPcr2xAlnRep1	HudsonAlpha	2011-06-02	n/a	2012-03-02	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcRxlchPcr2xRawDataRep1	HudsonAlpha	2011-06-02	n/a	2012-03-02	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcRxlchPcr2xRawRep1	HudsonAlpha	2011-06-02	n/a	2012-03-02	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcRxlchV0416101AlnRep1	HudsonAlpha	2010-05-12	2011-04-25	2011-02-12	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcRxlchV0416101AlnRep1V2	HudsonAlpha	2010-05-12	2012-01-23	2011-02-12	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcRxlchV0416101RawDataRep1	HudsonAlpha	2011-03-14	n/a	2011-12-14	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknmcRxlchV0416101RawRep1	HudsonAlpha	2011-03-08	n/a	2011-12-08	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshElf1V0422111AlnRep1	HudsonAlpha	2012-07-19	n/a	2013-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshElf1V0422111AlnRep2	HudsonAlpha	2012-07-19	n/a	2013-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshElf1V0422111PkRep1	HudsonAlpha	2012-07-19	n/a	2013-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshElf1V0422111PkRep2	HudsonAlpha	2012-07-19	n/a	2013-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshElf1V0422111RawDataRep1	HudsonAlpha	2012-07-19	n/a	2013-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshElf1V0422111RawDataRep2	HudsonAlpha	2012-07-19	n/a	2013-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshElf1V0422111RawRep1	HudsonAlpha	2012-07-19	n/a	2013-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshElf1V0422111RawRep2	HudsonAlpha	2012-07-19	n/a	2013-04-19	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshFosl2V0422111AlnRep1	HudsonAlpha	2012-07-30	n/a	2013-04-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshFosl2V0422111AlnRep2	HudsonAlpha	2012-07-30	n/a	2013-04-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshFosl2V0422111PkRep1	HudsonAlpha	2012-07-30	n/a	2013-04-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshFosl2V0422111PkRep2	HudsonAlpha	2012-07-30	n/a	2013-04-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshFosl2V0422111RawDataRep1	HudsonAlpha	2012-07-30	n/a	2013-04-29	wgEncodeHaibTfbs
wgEncodeHaibTfbsSknshFosl2V0422111RawDataRep2	HudsonAlpha	2012-07-30	n/a	2013-04-29	wgEncodeHaibTfbs
