SRR1073267 GTEX-XV7Q-0326-SM-4BRVM	female	Thyroid
SRR1073291 GTEX-XUW1-0426-SM-4BOOT	female	Skin - Sun Exposed (Lower leg)
SRR1073317 GTEX-X4XY-0008-SM-46MVL	male	Cells - Transformed fibroblasts
SRR1073341 GTEX-SE5C-0726-SM-4BRWY	female	Thyroid
SRR1073365 GTEX-QCQG-0126-SM-48U27	female	Adrenal Gland
SRR1073389 GTEX-T5JW-0426-SM-4DM7M	female	Ovary
SRR1073413 GTEX-XBED-0003-SM-47JWP	male	Cells - EBV-transformed lymphocytes
SRR1073435 GTEX-S33H-1626-SM-4AD68	male	Liver
SRR1073459 GTEX-RM2N-0826-SM-48FD3	male	Stomach
SRR1073483 GTEX-S4UY-1226-SM-4AD51	female	Uterus
SRR1073507 GTEX-S4Z8-0226-SM-4AD5K	male	Spleen
SRR1073531 GTEX-XAJ8-1326-SM-47JYT	male	Testis
SRR1073553 GTEX-XUW1-0626-SM-4BOP4	female	Nerve - Tibial
SRR1073581 GTEX-QV44-1825-SM-447CF	male	Adipose - Subcutaneous
SRR1073605 GTEX-XQ8I-0926-SM-4BOOF	male	Skin - Not Sun Exposed (Suprapubic)
SRR1073631 GTEX-XXEK-0326-SM-4BRVV	male	Esophagus - Mucosa
SRR1073655 GTEX-Q734-1126-SM-48TZY	female	Colon - Transverse
SRR1073679 GTEX-XBEW-0006-SM-4AT4E	male	Whole Blood
SRR1073705 GTEX-XQ3S-0126-SM-4BOO9	male	Artery - Aorta
SRR1073731 GTEX-XXEK-2226-SM-4BRUM	male	Skin - Sun Exposed (Lower leg)
SRR1073755 GTEX-OHPN-0011-R9A-SM-4DXUH	female	Brain - Spinal cord (cervical c-1)
SRR1073775 GTEX-S4Q7-0226-SM-4AD5O	male	Adrenal Gland
SRR1073878 GTEX-XMD3-2326-SM-4AT5H	female	Ovary
SRR1073899 GTEX-SNOS-1226-SM-4DM5H	male	Colon - Transverse
SRR1073923 GTEX-XV7Q-0626-SM-4BRV5	female	Artery - Coronary
SRR1073947 GTEX-PLZ6-0126-SM-48TC6	male	Spleen
SRR1073971 GTEX-TKQ1-0626-SM-4DXTS	male	Colon - Transverse
SRR1073991 GTEX-WFG8-0326-SM-4LVN4	male	Pancreas
SRR1074017 GTEX-RU72-0008-SM-46MV8	female	Cells - Transformed fibroblasts
SRR1074041 GTEX-WXYG-2326-SM-4E3I6	female	Skin - Sun Exposed (Lower leg)
SRR1074066 GTEX-SUCS-0926-SM-4DM4Z	male	Stomach
SRR1074090 GTEX-WH7G-0826-SM-4LVMR	male	Pancreas
SRR1074116 GTEX-SIU7-0226-SM-4BRX2	male	Artery - Coronary
SRR1074140 GTEX-T6MO-1026-SM-4DM72	female	Fallopian Tube
SRR1074164 GTEX-XOTO-0011-R11B-SM-4B64O	male	Brain - Cerebellar Hemisphere
SRR1074189 GTEX-XMK1-0626-SM-4B65A	male	Thyroid
SRR1074214 GTEX-X585-1426-SM-4E3JO	male	Esophagus - Gastroesophageal Junction
SRR1074239 GTEX-R53T-1326-SM-48FCQ	female	Colon - Transverse
SRR1074263 GTEX-XUZC-0008-SM-4BOQG	female	Cells - Transformed fibroblasts
SRR1074289 GTEX-WXYG-2026-SM-4E3IY	female	Skin - Not Sun Exposed (Suprapubic)
SRR1074314 GTEX-UJHI-1126-SM-4IHLN	female	Colon - Transverse
SRR1074337 GTEX-XAJ8-0726-SM-47JY5	male	Colon - Sigmoid
SRR1074359 GTEX-XQ8I-0626-SM-4BOPT	male	Muscle - Skeletal
SRR1074385 GTEX-XPVG-0326-SM-4B653	male	Pancreas
SRR1074410 GTEX-U3ZM-0926-SM-4DXSW	male	Prostate
SRR1074430 GTEX-TMMY-2226-SM-4DXTN	female	Uterus
SRR1074450 GTEX-SNMC-0526-SM-4DM69	male	Esophagus - Mucosa
SRR1074474 GTEX-RWSA-1726-SM-47JX7	male	Adrenal Gland
SRR1074478 GTEX-QDVJ-0626-SM-48U1T	male	Artery - Aorta
SRR1074502 GTEX-QDVJ-0726-SM-48U1W	male	Esophagus - Mucosa
SRR1074526 GTEX-NPJ8-0626-SM-48TBO	male	Spleen
SRR1074550 GTEX-XYKS-2526-SM-4BOPX	female	Nerve - Tibial
SRR1074578 GTEX-V955-1126-SM-4JBH3	male	Esophagus - Mucosa
SRR1074602 GTEX-TML8-1426-SM-4DXUT	female	Esophagus - Muscularis
SRR1074622 GTEX-UPK5-1526-SM-4JBJA	male	Artery - Aorta
SRR1074646 GTEX-X585-0005-SM-46MV3	male	Whole Blood
SRR1074670 GTEX-QDT8-0526-SM-4LMJR	female	Muscle - Skeletal
SRR1074694 GTEX-X4XY-0826-SM-4E3JM	male	Thyroid
SRR1074719 GTEX-XPVG-2526-SM-4B66D	male	Muscle - Skeletal
SRR1074744 GTEX-XPT6-0008-SM-4B64Q	male	Cells - Transformed fibroblasts
SRR1074769 GTEX-XGQ4-0826-SM-4AT4T	male	Lung
SRR1074790 GTEX-XPVG-0926-SM-4B651	male	Artery - Coronary
SRR1074815 GTEX-S7SF-1026-SM-4AD4I	female	Esophagus - Muscularis
SRR1074839 GTEX-XGQ4-1626-SM-4AT6J	male	Esophagus - Gastroesophageal Junction
SRR1074860 GTEX-SE5C-2126-SM-4BRUJ	female	Breast - Mammary Tissue
SRR1074884 GTEX-S95S-0326-SM-4B66U	male	Esophagus - Muscularis
SRR1074909 GTEX-SE5C-0008-SM-4B64J	female	Cells - Transformed fibroblasts
SRR1074934 GTEX-XAJ8-0526-SM-47JYK	male	Small Intestine - Terminal Ileum
SRR1074956 GTEX-PWCY-0008-SM-48TE9	female	Cells - Transformed fibroblasts
SRR1074980 GTEX-Q2AH-0008-SM-48U2J	male	Cells - Transformed fibroblasts
SRR1075004 GTEX-PSDG-1426-SM-48TD1	male	Esophagus - Muscularis
SRR1075028 GTEX-RWS6-0526-SM-4GIAJ	female	Artery - Aorta
SRR1075054 GTEX-XBED-0926-SM-48TCE	male	Esophagus - Muscularis
SRR1075078 GTEX-VJYA-2026-SM-4KL1K	male	Colon - Transverse
SRR1075102 GTEX-UTHO-2426-SM-4JBHD	male	Liver
SRR1075126 GTEX-REY6-2126-SM-48FD9	male	Prostate
SRR1075150 GTEX-PWCY-1726-SM-48TD3	female	Vagina
SRR1075174 GTEX-T5JW-0226-SM-4DM7I	female	Pancreas
SRR1075198 GTEX-XMK1-0126-SM-4B65F	male	Spleen
SRR1075223 GTEX-T5JW-0726-SM-4DM6D	female	Cervix - Ectocervix
SRR1075247 GTEX-XQ3S-1426-SM-4BOPR	male	Skin - Not Sun Exposed (Suprapubic)
SRR1075273 GTEX-XBEW-0008-SM-4AT3Y	male	Cells - Transformed fibroblasts
SRR1075294 GTEX-TKQ1-0426-SM-4DXT4	male	Esophagus - Muscularis
SRR1075314 GTEX-RUSQ-0226-SM-47JWT	male	Adrenal Gland
SRR1075336 GTEX-S4P3-0626-SM-4AD59	female	Pancreas
SRR1075360 GTEX-PWN1-2426-SM-48TDD	female	Ovary
SRR1075384 GTEX-T2IS-1126-SM-4DM6Z	female	Nerve - Tibial
SRR1075408 GTEX-OHPM-0008-SM-4E3IP	male	Cells - Transformed fibroblasts
SRR1075433 GTEX-XOTO-0011-R5A-SM-4B657	male	Brain - Caudate (basal ganglia)
SRR1075458 GTEX-XK95-1026-SM-4GIDV	male	Esophagus - Mucosa
SRR1075484 GTEX-XMD1-0826-SM-4AT52	male	Breast - Mammary Tissue
SRR1075505 GTEX-NL4W-0008-SM-4E3I2	male	Cells - Transformed fibroblasts
SRR1075530 GTEX-XPVG-2026-SM-4B65E	male	Prostate
SRR1075555 GTEX-QXCU-1126-SM-48FE5	male	Esophagus - Muscularis
SRR1075579 GTEX-S32W-0426-SM-4AD6H	female	Artery - Aorta
SRR1075603 GTEX-QDVN-1026-SM-48TZA	male	Esophagus - Mucosa
SRR1075607 GTEX-V955-1926-SM-4KL1L	male	Testis
SRR1075631 GTEX-XQ8I-0226-SM-4BOPM	male	Heart - Atrial Appendage
SRR1075659 GTEX-T6MN-0008-SM-4DM7H	male	Cells - Transformed fibroblasts
SRR1075683 GTEX-X585-0002-SM-46MVA	male	Cells - EBV-transformed lymphocytes
SRR1075707 GTEX-X638-0008-SM-47JZ7	female	Cells - Transformed fibroblasts
SRR1075729 GTEX-UPIC-1726-SM-4IHKG	female	Colon - Transverse
SRR1075752 GTEX-XUJ4-0008-SM-4BOQI	female	Cells - Transformed fibroblasts
SRR1075778 GTEX-XOTO-0008-SM-4GICE	male	Cells - Transformed fibroblasts
SRR1075804 GTEX-XBEC-1526-SM-4AT68	male	Liver
SRR1075825 GTEX-XPT6-2126-SM-4B66P	male	Nerve - Tibial
SRR1075850 GTEX-T2IS-2226-SM-4DM65	female	Uterus
SRR1075874 GTEX-S341-0626-SM-4AD5T	female	Stomach
SRR1075898 GTEX-WZTO-0011-R7B-SM-4E3IS	male	Brain - Putamen (basal ganglia)
SRR1075923 GTEX-PWN1-0008-SM-48TEA	female	Cells - Transformed fibroblasts
SRR1075947 GTEX-RTLS-1226-SM-46MUP	female	Esophagus - Muscularis
SRR1075971 GTEX-XBEC-0326-SM-4AT4M	male	Adipose - Subcutaneous
SRR1075997 GTEX-XOT4-1126-SM-4B66E	female	Heart - Atrial Appendage
SRR1076022 GTEX-X4XY-1626-SM-46MVN	male	Liver
SRR1076046 GTEX-XGQ4-1326-SM-4GIDU	male	Small Intestine - Terminal Ileum
SRR1076072 GTEX-X4XX-0011-R6B-SM-46MWP	male	Brain - Nucleus accumbens (basal ganglia)
SRR1076096 GTEX-QXCU-0008-SM-48FCH	male	Cells - Transformed fibroblasts
SRR1076120 GTEX-S33H-1826-SM-4AD65	male	Prostate
SRR1076144 GTEX-XPVG-0008-SM-4GICH	male	Cells - Transformed fibroblasts
SRR1076170 GTEX-U8XE-1826-SM-4E3HV	male	Esophagus - Muscularis
SRR1076195 GTEX-R45C-1226-SM-48FEE	female	Esophagus - Mucosa
SRR1076219 GTEX-X4XY-0926-SM-4E3JD	male	Breast - Mammary Tissue
SRR1076244 GTEX-PX3G-1026-SM-48TZW	female	Pancreas
SRR1076268 GTEX-SIU7-1426-SM-4BRWT	male	Stomach
SRR1076292 GTEX-X8HC-0626-SM-4E3HQ	female	Skin - Not Sun Exposed (Suprapubic)
SRR1076317 GTEX-XQ3S-0008-SM-4GIDZ	male	Cells - Transformed fibroblasts
SRR1076343 GTEX-R53T-0826-SM-48FCP	female	Artery - Aorta
SRR1076369 GTEX-Q2AH-0226-SM-48U1I	male	Spleen
SRR1076393 GTEX-T5JC-2526-SM-4DM6G	male	Pituitary
SRR1076417 GTEX-SNMC-0626-SM-4DM6H	male	Stomach
SRR1076441 GTEX-REY6-2426-SM-48FF5	male	Breast - Mammary Tissue
SRR1076465 GTEX-XPVG-1726-SM-4B65W	male	Small Intestine - Terminal Ileum
SRR1076490 GTEX-XGQ4-2026-SM-4AT6G	male	Testis
SRR1076511 GTEX-XV7Q-0005-SM-4BRWI	female	Whole Blood
SRR1076535 GTEX-WFG7-1026-SM-4LMK8	male	Esophagus - Muscularis
SRR1076559 GTEX-X585-0426-SM-4E3JZ	male	Nerve - Tibial
SRR1076584 GTEX-S32W-1326-SM-4AD5Q	female	Fallopian Tube
SRR1076608 K-562-SM-4JBIQ	female	Cells - Leukemia cell line (CML)
SRR1076632 GTEX-XMK1-0226-SM-4B65D	male	Adrenal Gland
SRR1076657 GTEX-P4PP-0008-SM-48TDV	female	Cells - Transformed fibroblasts
SRR1076681 GTEX-QEL4-1526-SM-447AB	male	Esophagus - Muscularis
SRR1076705 GTEX-QVUS-0626-SM-447CC	female	Esophagus - Mucosa
SRR1076729 GTEX-PWOO-0008-SM-48TDU	female	Cells - Transformed fibroblasts
SRR1076753 GTEX-XUZC-0126-SM-4BOO6	female	Thyroid
SRR1076779 GTEX-XBED-0526-SM-47JY3	male	Heart - Left Ventricle
SRR1076801 GTEX-RVPV-0526-SM-47JYL	male	Esophagus - Mucosa
SRR1076823 GTEX-XV7Q-0226-SM-4BRVL	female	Adrenal Gland
SRR1076847 GTEX-XK95-0005-SM-4AT4S	male	Whole Blood
SRR1076868 GTEX-S3XE-0526-SM-4AD4G	male	Pancreas
SRR1076892 GTEX-W5WG-1026-SM-4LMIF	female	Vagina
SRR1076916 GTEX-RU72-0226-SM-46MUD	female	Artery - Coronary
SRR1076940 GTEX-T6MO-0826-SM-4DM51	female	Colon - Transverse
SRR1076964 GTEX-XQ8I-1626-SM-4BOOI	male	Esophagus - Muscularis
