tableName	settings
wgEncodeHaibTfbsHepg2Nr2f2sc271940V0422111RawRep1	1.000000 12157.000000
wgEncodeHaibTfbsHepg2Nr2f2sc271940V0422111RawRep2	1.000000 6660.000000
wgEncodeHaibTfbsHepg2NrsfPcr2xRawRep1	0.218070 452.549988
wgEncodeHaibTfbsHepg2NrsfPcr2xRawRep2	0.156021 1008.719971
wgEncodeHaibTfbsHepg2NrsfV0416101RawRep1	0.121559 201.848007
wgEncodeHaibTfbsHepg2NrsfV0416101RawRep2	0.127718 2176.280029
wgEncodeHaibTfbsHepg2P300V0416101RawRep1	0.176156 338.042999
wgEncodeHaibTfbsHepg2P300V0416101RawRep2	0.161745 122.723999
wgEncodeHaibTfbsHepg2Pol2Pcr2xRawRep1	0.190300 526.560974
wgEncodeHaibTfbsHepg2Pol2Pcr2xRawRep2	0.124313 539.424988
wgEncodeHaibTfbsHepg2Pol24h8V0416102RawRep1	0.184621 449.414001
wgEncodeHaibTfbsHepg2Pol24h8V0416102RawRep2	0.100880 389.243988
wgEncodeHaibTfbsHepg2Rad21V0416101RawRep1	0.163920 126.054001
wgEncodeHaibTfbsHepg2Rad21V0416101RawRep2	0.149907 105.571999
wgEncodeHaibTfbsHepg2RxraPcr1xRawRep1	0.196682 214.923996
wgEncodeHaibTfbsHepg2RxraPcr1xRawRep2	0.154683 337.286011
wgEncodeHaibTfbsHepg2Sin3ak20Pcr1xRawRep1	0.192791 165.270004
wgEncodeHaibTfbsHepg2Sin3ak20Pcr1xRawRep2	0.106626 301.246002
wgEncodeHaibTfbsHepg2Sp1Pcr1xRawRep1	0.125520 406.872986
wgEncodeHaibTfbsHepg2Sp1Pcr1xRawRep2	0.190627 285.750000
wgEncodeHaibTfbsHepg2Sp2V0422111RawRep1	0.107159 278.317993
wgEncodeHaibTfbsHepg2Sp2V0422111RawRep2	0.121723 136.177994
wgEncodeHaibTfbsHepg2SrfV0416101RawRep1	0.180088 305.157990
wgEncodeHaibTfbsHepg2SrfV0416101RawRep2	0.153522 194.434998
wgEncodeHaibTfbsHepg2Taf1Pcr2xRawRep1	0.134014 87.175903
wgEncodeHaibTfbsHepg2Taf1Pcr2xRawRep2	0.155171 186.126999
wgEncodeHaibTfbsHepg2Tcf12Pcr1xRawRep1	0.148113 105.494003
wgEncodeHaibTfbsHepg2Tcf12Pcr1xRawRep2	0.147578 148.205994
wgEncodeHaibTfbsHepg2Tead4sc101184V0422111RawRep1	0.108540 194.287003
wgEncodeHaibTfbsHepg2Tead4sc101184V0422111RawRep2	0.690667 155.744995
wgEncodeHaibTfbsHepg2Usf1Pcr1xRawRep1	0.218011 69.818199
wgEncodeHaibTfbsHepg2Usf1Pcr1xRawRep2	0.101705 369.062988
wgEncodeHaibTfbsHepg2Yy1sc281V0416101RawRep1	0.220425 1322.160034
wgEncodeHaibTfbsHepg2Yy1sc281V0416101RawRep2	0.237197 151.272003
wgEncodeHaibTfbsHepg2Zbtb33Pcr1xRawRep1	0.179863 183.729996
wgEncodeHaibTfbsHepg2Zbtb33Pcr1xRawRep2	0.144435 400.373993
wgEncodeHaibTfbsHepg2Zbtb33V0416101RawRep1	0.228820 144.899994
wgEncodeHaibTfbsHepg2Zbtb33V0416101RawRep2	0.190733 205.705002
wgEncodeHaibTfbsHepg2Zbtb7aV0416101RawRep1	0.222750 139.218994
wgEncodeHaibTfbsHepg2Zbtb7aV0416101RawRep2	0.169342 172.220993
wgEncodeHaibTfbsHepg2Zeb1V0422111RawRep1	1.000000 7308.000000
wgEncodeHaibTfbsHepg2Zeb1V0422111RawRep2	1.000000 8103.000000
wgEncodeHaibTfbsHepg2RxlchPcr1xRawRep1	0.149944 122.167000
wgEncodeHaibTfbsHepg2RxlchPcr1xRawRep2	0.104589 143.966995
wgEncodeHaibTfbsHepg2RxlchPcr1xRawRep3	0.209759 74.936302
wgEncodeHaibTfbsHepg2RxlchPcr1xRawRep4	0.261423 98.883301
wgEncodeHaibTfbsHepg2RxlchPcr2xRawRep1	0.135909 68.022697
wgEncodeHaibTfbsHepg2RxlchPcr2xRawRep2	0.121756 77.375702
wgEncodeHaibTfbsHepg2RxlchV0416101RawRep1	0.151929 145.395996
wgEncodeHaibTfbsHepg2RxlchV0416101RawRep2	0.143399 181.113007
wgEncodeHaibTfbsHepg2RxlchV0422111RawRep1	0.084620 145.080002
wgEncodeHaibTfbsHepg2ControlV0422111RawRep2	1.000000 17863.000000
wgEncodeHaibTfbsHepg2ControlV0422111RawRep3	1.000000 22433.000000
wgEncodeHaibTfbsHuvecPol2Pcr1xRawRep1	0.311226 442.252991
wgEncodeHaibTfbsHuvecPol2Pcr1xRawRep2	0.127075 330.141998
wgEncodeHaibTfbsHuvecPol24h8V0416101RawRep1	0.305485 239.653000
wgEncodeHaibTfbsHuvecPol24h8V0416101RawRep2	0.401810 219.789993
wgEncodeHaibTfbsHuvecRxlchPcr1xRawRep1	0.279927 170.895004
wgEncodeHaibTfbsMcf7Cebpbsc150V0422111RawRep1	1.000000 4519.000000
wgEncodeHaibTfbsMcf7Cebpbsc150V0422111RawRep2	1.000000 1832.000000
wgEncodeHaibTfbsMcf7CtcfcV0422111RawRep1	1.000000 5995.000000
wgEncodeHaibTfbsMcf7CtcfcV0422111RawRep2	1.000000 4514.000000
wgEncodeHaibTfbsMcf7Egr1V0422111RawRep1	1.000000 3286.000000
wgEncodeHaibTfbsMcf7Egr1V0422111RawRep2	1.000000 1877.000000
wgEncodeHaibTfbsMcf7Elf1V0422111RawRep1	1.000000 2316.000000
wgEncodeHaibTfbsMcf7Elf1V0422111RawRep2	1.000000 1968.000000
wgEncodeHaibTfbsMcf7Fosl2V0422111RawRep1	1.000000 2374.000000
wgEncodeHaibTfbsMcf7Fosl2V0422111RawRep2	1.000000 1983.000000
wgEncodeHaibTfbsMcf7Foxm1sc502V0422111RawRep1	1.000000 4232.000000
wgEncodeHaibTfbsMcf7Foxm1sc502V0422111RawRep2	1.000000 1800.000000
wgEncodeHaibTfbsMcf7GabpV0422111RawRep1	1.000000 7060.000000
wgEncodeHaibTfbsMcf7GabpV0422111RawRep2	1.000000 3623.000000
wgEncodeHaibTfbsMcf7Gata3V0422111RawRep1	1.000000 3078.000000
wgEncodeHaibTfbsMcf7Gata3V0422111RawRep2	1.000000 1552.000000
wgEncodeHaibTfbsMcf7Hdac2sc6296V0422111RawRep1	1.000000 2787.000000
wgEncodeHaibTfbsMcf7Hdac2sc6296V0422111RawRep2	1.000000 2300.000000
wgEncodeHaibTfbsMcf7JundV0422111RawRep1	1.000000 2335.000000
wgEncodeHaibTfbsMcf7JundV0422111RawRep2	1.000000 2152.000000
wgEncodeHaibTfbsMcf7MaxV0422111RawRep1	1.000000 2806.000000
wgEncodeHaibTfbsMcf7MaxV0422111RawRep2	1.000000 1106.000000
wgEncodeHaibTfbsMcf7Nr2f2sc271940V0422111RawRep1	1.000000 2484.000000
wgEncodeHaibTfbsMcf7Nr2f2sc271940V0422111RawRep2	1.000000 1691.000000
wgEncodeHaibTfbsMcf7NrsfV0422111RawRep1	1.000000 24539.000000
wgEncodeHaibTfbsMcf7NrsfV0422111RawRep2	1.000000 4857.000000
wgEncodeHaibTfbsMcf7P300V0422111RawRep1	1.000000 2515.000000
wgEncodeHaibTfbsMcf7P300V0422111RawRep2	1.000000 1971.000000
wgEncodeHaibTfbsMcf7Pmlsc71910V0422111RawRep1	1.000000 5349.000000
wgEncodeHaibTfbsMcf7Pmlsc71910V0422111RawRep2	1.000000 5768.000000
wgEncodeHaibTfbsMcf7Rad21V0422111RawRep1	1.000000 1848.000000
wgEncodeHaibTfbsMcf7Rad21V0422111RawRep2	1.000000 2157.000000
wgEncodeHaibTfbsMcf7Sin3ak20V0422111RawRep1	1.000000 4124.000000
wgEncodeHaibTfbsMcf7Sin3ak20V0422111RawRep2	1.000000 2923.000000
wgEncodeHaibTfbsMcf7SrfV0422111RawRep1	1.000000 3892.000000
wgEncodeHaibTfbsMcf7SrfV0422111RawRep2	1.000000 3989.000000
wgEncodeHaibTfbsMcf7Taf1V0422111RawRep1	1.000000 5264.000000
wgEncodeHaibTfbsMcf7Taf1V0422111RawRep2	1.000000 2091.000000
wgEncodeHaibTfbsMcf7Tcf12V0422111RawRep1	1.000000 2838.000000
wgEncodeHaibTfbsMcf7Tcf12V0422111RawRep2	1.000000 2549.000000
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111RawRep1	1.000000 3806.000000
wgEncodeHaibTfbsMcf7Tead4sc101184V0422111RawRep2	1.000000 2132.000000
wgEncodeHaibTfbsMcf7ControlV0422111RawRep1	1.000000 2386.000000
wgEncodeHaibTfbsMcf7ControlV0422111RawRep2	1.000000 7379.000000
wgEncodeHaibTfbsMcf7ControlV0422111RawRep3	1.000000 7325.000000
wgEncodeHaibTfbsMcf7ControlV0422111RawRep4	1.000000 2769.000000
wgEncodeHaibTfbsSknshElf1V0422111RawRep1	1.000000 2578.000000
wgEncodeHaibTfbsSknshElf1V0422111RawRep2	1.000000 2789.000000
wgEncodeHaibTfbsSknshFosl2V0422111RawRep1	1.000000 2370.000000
wgEncodeHaibTfbsSknshFosl2V0422111RawRep2	1.000000 2596.000000
wgEncodeHaibTfbsSknshFoxm1sc502V0422111RawRep1	1.000000 9229.000000
wgEncodeHaibTfbsSknshFoxm1sc502V0422111RawRep2	1.000000 2279.000000
wgEncodeHaibTfbsSknshGabpV0422111RawRep1	1.000000 4783.000000
wgEncodeHaibTfbsSknshGabpV0422111RawRep2	1.000000 3356.000000
wgEncodeHaibTfbsSknshGata3V0422111RawRep1	1.000000 2507.000000
wgEncodeHaibTfbsSknshGata3V0422111RawRep2	1.000000 2619.000000
wgEncodeHaibTfbsSknshJundV0422111RawRep1	1.000000 7472.000000
wgEncodeHaibTfbsSknshJundV0422111RawRep2	1.000000 5127.000000
wgEncodeHaibTfbsSknshMaxV0422111RawRep1	1.000000 2180.000000
wgEncodeHaibTfbsSknshMaxV0422111RawRep2	1.000000 2153.000000
wgEncodeHaibTfbsSknshMef2aV0422111RawRep1	1.000000 3079.000000
wgEncodeHaibTfbsSknshMef2aV0422111RawRep2	1.000000 2068.000000
wgEncodeHaibTfbsSknshNficsc81335V0422111RawRep1	1.000000 1686.000000
wgEncodeHaibTfbsSknshNficsc81335V0422111RawRep2	1.000000 3476.000000
wgEncodeHaibTfbsSknshNrsfPcr2xRawRep1	0.210706 74.168404
wgEncodeHaibTfbsSknshNrsfPcr2xRawRep2	0.153816 196.076996
wgEncodeHaibTfbsSknshNrsfV0416101RawRep1	0.183296 201.212997
wgEncodeHaibTfbsSknshNrsfV0416101RawRep2	0.138782 176.009995
wgEncodeHaibTfbsSknshP300V0422111RawRep1	1.000000 2575.000000
wgEncodeHaibTfbsSknshP300V0422111RawRep2	1.000000 2365.000000
wgEncodeHaibTfbsSknshPbx3V0422111RawRep1	1.000000 2357.000000
wgEncodeHaibTfbsSknshPbx3V0422111RawRep2	1.000000 3850.000000
wgEncodeHaibTfbsSknshPol24h8V0416101RawRep1	0.220326 220.104996
wgEncodeHaibTfbsSknshPol24h8V0416101RawRep2	0.100500 144.744995
wgEncodeHaibTfbsSknshRunx3sc101553V0422111RawRep1	1.000000 2902.000000
wgEncodeHaibTfbsSknshRxraV0422111RawRep2	1.000000 2864.000000
wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep1	0.119705 1108.650024
wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep2	0.133128 1445.709961
wgEncodeHaibTfbsSknshTaf1V0416101RawRep1	0.145535 266.838989
wgEncodeHaibTfbsSknshTaf1V0416101RawRep2	0.165597 202.483002
wgEncodeHaibTfbsSknshTcf12V0422111RawRep1	1.000000 11228.000000
wgEncodeHaibTfbsSknshTcf12V0422111RawRep2	1.000000 2497.000000
wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep1	1.000000 1746.000000
wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep2	1.000000 3277.000000
wgEncodeHaibTfbsSknshUsf1V0422111RawRep1	1.000000 3581.000000
wgEncodeHaibTfbsSknshUsf1V0422111RawRep2	1.000000 2921.000000
wgEncodeHaibTfbsSknshYy1sc281V0422111RawRep1	1.000000 5816.000000
wgEncodeHaibTfbsSknshYy1sc281V0422111RawRep2	1.000000 3130.000000
wgEncodeHaibTfbsSknshZbtb33V0422111RawRep1	1.000000 2384.000000
wgEncodeHaibTfbsSknshZbtb33V0422111RawRep2	1.000000 1457.000000
wgEncodeHaibTfbsSknshRxlchPcr2xRawRep1	0.254775 82.865700
wgEncodeHaibTfbsSknshRxlchPcr2xRawRep2	0.162516 577.216003
wgEncodeHaibTfbsSknshRxlchV0416101RawRep1	0.112652 219.136993
wgEncodeHaibTfbsSknshRxlchV0416101RawRep2	0.122278 190.447998
wgEncodeHaibTfbsSknshRxlchV0416101RawRep3	0.128654 169.501999
wgEncodeHaibTfbsSknshControlV0422111RawRep1	1.000000 4849.000000
wgEncodeHaibTfbsSknshControlV0422111RawRep2	1.000000 2809.000000
wgEncodeHaibTfbsSknshControlV0422111RawRep3	1.000000 2506.000000
wgEncodeHaibTfbsSknshControlV0422111RawRep4	1.000000 3718.000000
wgEncodeHaibTfbsEcc1Cebpbsc150V0422111RawRep1	1.000000 1671.000000
wgEncodeHaibTfbsEcc1Cebpbsc150V0422111RawRep2	1.000000 1895.000000
wgEncodeHaibTfbsEcc1Creb1sc240V0422111RawRep1	1.000000 1054.000000
wgEncodeHaibTfbsEcc1Creb1sc240V0422111RawRep2	1.000000 1721.000000
wgEncodeHaibTfbsEcc1CtcfcV0416102Dm002p1hRawRep1	0.243800 172.488998
wgEncodeHaibTfbsEcc1CtcfcV0416102Dm002p1hRawRep2	0.148493 185.653000
wgEncodeHaibTfbsEcc1Egr1V0422111RawRep1	1.000000 1948.000000
wgEncodeHaibTfbsEcc1Egr1V0422111RawRep2	1.000000 1699.000000
wgEncodeHaibTfbsEcc1EraaV0416102Bpa1hRawRep1	0.280285 174.828003
wgEncodeHaibTfbsEcc1EraaV0416102Bpa1hRawRep2	0.195066 205.063004
wgEncodeHaibTfbsEcc1EralphaaV0416102Dm002p1hRawRep1	0.304396 152.350006
wgEncodeHaibTfbsEcc1EralphaaV0416102Dm002p1hRawRep2	0.409478 197.470993
wgEncodeHaibTfbsEcc1EralphaaV0416102Est10nm1hRawRep1	0.314013 166.897995
wgEncodeHaibTfbsEcc1EralphaaV0416102Est10nm1hRawRep2	0.332575 178.925003
wgEncodeHaibTfbsEcc1EralphaaV0416102Gen1hRawRep1	0.415072 189.065002
wgEncodeHaibTfbsEcc1EralphaaV0416102Gen1hRawRep2	0.344932 195.921005
wgEncodeHaibTfbsEcc1Foxa1sc6553V0416102Dm002p1hRawRep1	0.214719 212.035004
wgEncodeHaibTfbsEcc1Foxa1sc6553V0416102Dm002p1hRawRep2	0.221521 202.138000
wgEncodeHaibTfbsEcc1Foxm1sc502V0422111RawRep1	1.000000 1883.000000
wgEncodeHaibTfbsEcc1Foxm1sc502V0422111RawRep2	1.000000 1368.000000
wgEncodeHaibTfbsEcc1GrV0416102Dex100nmRawRep1	0.393211 166.720993
wgEncodeHaibTfbsEcc1GrV0416102Dex100nmRawRep2	0.162726 146.371994
wgEncodeHaibTfbsEcc1GrV0416102Etoh02RawRep1	0.276450 200.910004
wgEncodeHaibTfbsEcc1GrV0416102Etoh02RawRep2	0.175482 142.360001
wgEncodeHaibTfbsEcc1MaxV0422111RawRep1	1.000000 1220.000000
wgEncodeHaibTfbsEcc1MaxV0422111RawRep2	1.000000 1537.000000
wgEncodeHaibTfbsEcc1Mybl2sc81192V0422111RawRep1	1.000000 1563.000000
wgEncodeHaibTfbsEcc1Mybl2sc81192V0422111RawRep2	1.000000 726.000000
wgEncodeHaibTfbsEcc1Nficsc81335V0422111RawRep1	1.000000 1405.000000
wgEncodeHaibTfbsEcc1Nficsc81335V0422111RawRep2	1.000000 2185.000000
wgEncodeHaibTfbsEcc1NrsfV0422111RawRep1	1.000000 3510.000000
wgEncodeHaibTfbsEcc1NrsfV0422111RawRep2	1.000000 5592.000000
wgEncodeHaibTfbsEcc1P300V0422111RawRep1	1.000000 1688.000000
wgEncodeHaibTfbsEcc1P300V0422111RawRep2	1.000000 1781.000000
wgEncodeHaibTfbsEcc1Pol2V0416102Dm002p1hRawRep1	0.296027 345.240997
wgEncodeHaibTfbsEcc1Pol2V0416102Dm002p1hRawRep2	0.202408 426.877991
wgEncodeHaibTfbsEcc1Rad21V0422111RawRep1	1.000000 1710.000000
wgEncodeHaibTfbsEcc1Rad21V0422111RawRep2	1.000000 1437.000000
wgEncodeHaibTfbsEcc1SrfV0422111RawRep1	1.000000 2021.000000
wgEncodeHaibTfbsEcc1SrfV0422111RawRep2	1.000000 1623.000000
wgEncodeHaibTfbsEcc1Taf1V0422111RawRep1	1.000000 2298.000000
wgEncodeHaibTfbsEcc1Taf1V0422111RawRep2	1.000000 977.000000
wgEncodeHaibTfbsEcc1Tcf12V0422111RawRep1	1.000000 1317.000000
wgEncodeHaibTfbsEcc1Tcf12V0422111RawRep2	1.000000 1525.000000
wgEncodeHaibTfbsEcc1Tead4sc101184V0422111RawRep1	1.000000 1645.000000
wgEncodeHaibTfbsEcc1Tead4sc101184V0422111RawRep2	1.000000 2030.000000
wgEncodeHaibTfbsEcc1Usf1V0422111RawRep1	1.000000 2111.000000
wgEncodeHaibTfbsEcc1Usf1V0422111RawRep2	1.000000 2870.000000
wgEncodeHaibTfbsEcc1Yy1sc281V0422111RawRep1	1.000000 1328.000000
wgEncodeHaibTfbsEcc1Yy1sc281V0422111RawRep2	1.000000 1046.000000
wgEncodeHaibTfbsEcc1Zbtb7aV0422111RawRep1	1.000000 1117.000000
wgEncodeHaibTfbsEcc1Zbtb7aV0422111RawRep2	1.000000 1604.000000
wgEncodeHaibTfbsEcc1RxlchV0416102Dm002p1hRawRep1	0.153951 189.591003
wgEncodeHaibTfbsEcc1ControlV0422111RawRep1	1.000000 1456.000000
wgEncodeHaibTfbsEcc1ControlV0422111RawRep2	1.000000 2142.000000
wgEncodeHaibTfbsGm12891Pax5c20V0416101RawRep1	0.337796 198.033005
wgEncodeHaibTfbsGm12891Pax5c20V0416101RawRep2	0.310065 99.995796
wgEncodeHaibTfbsGm12891Pol2Pcr1xRawRep1	0.158122 467.566010
wgEncodeHaibTfbsGm12891Pol2Pcr1xRawRep2	0.177341 224.912003
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xRawRep1	0.209765 439.770996
wgEncodeHaibTfbsGm12891Pol24h8Pcr1xRawRep2	0.173227 200.164001
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xRawRep1	0.066188 118.774002
wgEncodeHaibTfbsGm12891Pou2f2Pcr1xRawRep2	0.191749 145.681000
wgEncodeHaibTfbsGm12891Pu1Pcr1xRawRep1	0.135720 121.571999
wgEncodeHaibTfbsGm12891Pu1Pcr1xRawRep2	0.177158 148.768997
wgEncodeHaibTfbsGm12891Taf1Pcr1xRawRep1	0.125512 183.593002
wgEncodeHaibTfbsGm12891Taf1Pcr1xRawRep2	0.183743 174.326004
wgEncodeHaibTfbsGm12891Yy1sc281V0416101RawRep1	0.235814 135.003998
wgEncodeHaibTfbsGm12891Yy1sc281V0416101RawRep2	0.255700 532.112000
wgEncodeHaibTfbsGm12891RxlchPcr1xRawRep1	0.159233 195.537994
wgEncodeHaibTfbsGm12891RxlchV0416101RawRep1	0.166398 172.763000
wgEncodeHaibTfbsGm12892Pax5c20V0416101RawRep1	0.279111 141.649002
wgEncodeHaibTfbsGm12892Pax5c20V0416101RawRep2	0.389951 137.848007
wgEncodeHaibTfbsGm12892Pol2V0416102RawRep1	0.105092 251.485001
wgEncodeHaibTfbsGm12892Pol2V0416102RawRep2	0.161976 204.171005
wgEncodeHaibTfbsGm12892Pol24h8V0416102RawRep1	0.212062 289.304993
wgEncodeHaibTfbsGm12892Pol24h8V0416102RawRep2	0.166554 187.289993
wgEncodeHaibTfbsGm12892Taf1V0416102RawRep1	0.155276 175.306000
wgEncodeHaibTfbsGm12892Taf1V0416102RawRep2	0.187722 242.817993
wgEncodeHaibTfbsGm12892Yy1V0416101RawRep1	0.272818 145.412003
wgEncodeHaibTfbsGm12892Yy1V0416101RawRep2	0.161534 174.255005
wgEncodeHaibTfbsGm12892RxlchV0416101RawRep1	0.094787 377.795990
wgEncodeHaibTfbsGm12892RxlchV0416102RawRep1	0.173756 207.464996
wgEncodeHaibTfbsHct116Atf3V0422111RawRep1	1.000000 9045.000000
wgEncodeHaibTfbsHct116Atf3V0422111RawRep2	1.000000 2670.000000
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111RawRep1	1.000000 3410.000000
wgEncodeHaibTfbsHct116Cbx3sc101004V0422111RawRep2	1.000000 6308.000000
wgEncodeHaibTfbsHct116Cebpbsc150V0422111RawRep1	1.000000 10182.000000
wgEncodeHaibTfbsHct116Cebpbsc150V0422111RawRep2	1.000000 7220.000000
wgEncodeHaibTfbsHct116CtcfcV0422111RawRep1	1.000000 4478.000000
wgEncodeHaibTfbsHct116CtcfcV0422111RawRep2	1.000000 6951.000000
wgEncodeHaibTfbsHct116Egr1V0422111RawRep1	1.000000 6190.000000
wgEncodeHaibTfbsHct116Egr1V0422111RawRep2	1.000000 7555.000000
wgEncodeHaibTfbsHct116Elf1V0422111RawRep1	1.000000 3405.000000
wgEncodeHaibTfbsHct116Elf1V0422111RawRep2	1.000000 4655.000000
wgEncodeHaibTfbsHct116Fosl1V0422111RawRep1	1.000000 10499.000000
wgEncodeHaibTfbsHct116Fosl1V0422111RawRep2	1.000000 8502.000000
wgEncodeHaibTfbsHct116JundV0422111RawRep1	1.000000 10000.000000
wgEncodeHaibTfbsHct116JundV0422111RawRep2	1.000000 6702.000000
wgEncodeHaibTfbsHct116MaxV0422111RawRep1	1.000000 10713.000000
wgEncodeHaibTfbsHct116MaxV0422111RawRep2	1.000000 6780.000000
wgEncodeHaibTfbsHct116NrsfV0422111RawRep1	1.000000 6479.000000
wgEncodeHaibTfbsHct116NrsfV0422111RawRep2	1.000000 4061.000000
wgEncodeHaibTfbsHct116Pol24h8V0416101RawRep1	0.234700 237.751007
wgEncodeHaibTfbsHct116Pol24h8V0416101RawRep2	0.155121 194.289001
wgEncodeHaibTfbsHct116Rad21V0422111RawRep1	1.000000 8080.000000
wgEncodeHaibTfbsHct116Rad21V0422111RawRep2	1.000000 8321.000000
wgEncodeHaibTfbsHct116Sin3ak20V0422111RawRep1	1.000000 7001.000000
wgEncodeHaibTfbsHct116Sin3ak20V0422111RawRep2	1.000000 6344.000000
wgEncodeHaibTfbsHct116Sp1V0422111RawRep1	1.000000 5064.000000
wgEncodeHaibTfbsHct116Sp1V0422111RawRep2	1.000000 7103.000000
wgEncodeHaibTfbsHct116SrfV0422111RawRep1	1.000000 8726.000000
wgEncodeHaibTfbsHct116SrfV0422111RawRep2	1.000000 6853.000000
wgEncodeHaibTfbsHct116Tead4sc101184V0422111RawRep1	1.000000 1790.000000
wgEncodeHaibTfbsHct116Tead4sc101184V0422111RawRep2	1.000000 1393.000000
wgEncodeHaibTfbsHct116Usf1V0422111RawRep1	1.000000 5503.000000
wgEncodeHaibTfbsHct116Usf1V0422111RawRep2	1.000000 1510.000000
wgEncodeHaibTfbsHct116Yy1sc281V0416101RawRep1	0.506734 1499.550049
wgEncodeHaibTfbsHct116Yy1sc281V0416101RawRep2	0.226021 718.012024
wgEncodeHaibTfbsHct116Zbtb33V0416101RawRep1	0.169927 168.567993
wgEncodeHaibTfbsHct116Zbtb33V0416101RawRep2	0.525499 2486.929932
wgEncodeHaibTfbsHct116RxlchV0416101RawRep1	0.146604 179.735992
wgEncodeHaibTfbsHct116ControlV0422111RawRep1	1.000000 56223.000000
wgEncodeHaibTfbsHct116ControlV0422111RawRep2	1.000000 28381.000000
wgEncodeHaibTfbsHl60GabpV0422111RawRep1	1.000000 2845.000000
wgEncodeHaibTfbsHl60GabpV0422111RawRep2	1.000000 2485.000000
wgEncodeHaibTfbsHl60NrsfV0422111RawRep1	1.000000 7770.000000
wgEncodeHaibTfbsHl60NrsfV0422111RawRep2	1.000000 5614.000000
wgEncodeHaibTfbsHl60Pol24h8V0422111RawRep1	1.000000 1733.000000
wgEncodeHaibTfbsHl60Pol24h8V0422111RawRep2	1.000000 2121.000000
wgEncodeHaibTfbsHl60Pu1V0422111RawRep1	1.000000 3580.000000
wgEncodeHaibTfbsHl60Pu1V0422111RawRep2	1.000000 2099.000000
wgEncodeHaibTfbsHl60ControlV0422111RawRep1	1.000000 7779.000000
wgEncodeHaibTfbsHl60ControlV0422111RawRep2	1.000000 4527.000000
wgEncodeHaibTfbsPanc1NrsfPcr2xRawRep1	0.180934 913.171997
wgEncodeHaibTfbsPanc1NrsfPcr2xRawRep2	0.113983 698.262024
wgEncodeHaibTfbsPanc1NrsfV0416101RawRep1	0.799030 217.535995
wgEncodeHaibTfbsPanc1NrsfV0416101RawRep2	0.552779 182.970001
wgEncodeHaibTfbsPanc1NrsfV0422111RawRep1	1.000000 3458.000000
wgEncodeHaibTfbsPanc1NrsfV0422111RawRep2	1.000000 6839.000000
wgEncodeHaibTfbsPanc1Pol24h8V0416101RawRep1	0.197972 109.279999
wgEncodeHaibTfbsPanc1Pol24h8V0416101RawRep2	0.106907 171.184006
wgEncodeHaibTfbsPanc1Sin3ak20V0416101RawRep1	0.380534 1574.359985
wgEncodeHaibTfbsPanc1Sin3ak20V0416101RawRep2	0.173385 357.173004
wgEncodeHaibTfbsPanc1RxlchPcr2xRawRep1	0.268720 169.091995
wgEncodeHaibTfbsPanc1RxlchPcr2xRawRep2	0.096728 549.244995
wgEncodeHaibTfbsPanc1RxlchV0416101RawRep1	0.066014 232.074005
wgEncodeHaibTfbsPanc1RxlchV0416101RawRep2	0.085486 268.854004
wgEncodeHaibTfbsPanc1ControlV0422111RawRep1	1.000000 4225.000000
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xRawRep1	0.401856 89.714302
wgEncodeHaibTfbsPfsk1Foxp2Pcr2xRawRep2	0.673525 35.191700
wgEncodeHaibTfbsPfsk1NrsfPcr2xRawRep1	0.249477 401.970001
wgEncodeHaibTfbsPfsk1NrsfPcr2xRawRep2	0.190329 386.987000
wgEncodeHaibTfbsPfsk1NrsfV0416101RawRep1	0.168346 221.332001
wgEncodeHaibTfbsPfsk1NrsfV0416101RawRep2	0.228892 412.463013
wgEncodeHaibTfbsPfsk1Pol24h8V0416101RawRep1	0.159681 201.518005
wgEncodeHaibTfbsPfsk1Pol24h8V0416101RawRep2	0.182412 224.822006
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101RawRep1	0.348907 3017.699951
wgEncodeHaibTfbsPfsk1Sin3ak20V0416101RawRep2	0.153717 694.495972
wgEncodeHaibTfbsPfsk1Taf1V0416101RawRep1	0.715616 150.636993
wgEncodeHaibTfbsPfsk1Taf1V0416101RawRep2	0.118251 119.019997
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawRep1	0.124462 260.653992
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawRep2	0.107553 131.511002
wgEncodeHaibTfbsPfsk1RxlchPcr2xRawRep3	0.124458 13642.700195
wgEncodeHaibTfbsPfsk1RxlchV0416101RawRep1	0.212393 233.207993
wgEncodeHaibTfbsSknmcFoxp2Pcr2xRawRep1	0.231010 1273.040039
wgEncodeHaibTfbsSknmcFoxp2Pcr2xRawRep2	0.296521 84.879204
wgEncodeHaibTfbsSknmcPol24h8V0416101RawRep1	0.221962 161.089005
wgEncodeHaibTfbsSknmcPol24h8V0416101RawRep2	0.093291 164.285995
wgEncodeHaibTfbsSknmcRxlchPcr2xRawRep1	0.494867 124.830002
