accession	label	cell_type	tissue	_source_name	_study	__sample	__bsrate	__meth	__depth	__mapping	__uniq	__sites	__hmr_size	__hmr_count	__pmd_size	__pmd_count
SRX10125004	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279437	0.971	0.716	3.751	0.790	0.257	0.854	1530.06	35054	52576.01	553
SRX10125005	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279438	0.991	0.718	4.215	0.773	0.342	0.860	1834.17	31229	28265.68	1103
SRX10125006	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279439	0.991	0.717	4.348	0.776	0.346	0.872	1735.08	33571	27839.5	1159
SRX10125007	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279440	0.992	0.683	6.663	0.792	0.542	0.960	1281.21	43939	18022.37	1823
SRX10125008	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279441	0.991	0.724	3.488	0.772	0.281	0.814	1944.56	28450	37321.47	857
SRX10125009	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279442	0.971	0.703	4.067	0.782	0.187	0.852	1510.24	35047	46362.99	673
SRX10125010	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279443	0.992	0.715	4.933	0.777	0.365	0.903	1588.2	38119	29187.15	1156
SRX10125011	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279444	0.991	0.718	5.128	0.786	0.501	0.913	1560.39	37861	29721.48	1159
SRX10125012	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279446	0.991	0.718	8.231	0.782	0.511	0.955	1336.56	41714	19513.89	1824
SRX10125013	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279445	0.976	0.715	6.070	0.787	0.329	0.914	1360.86	39477	35623.94	1008
SRX10125014	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279447	0.968	0.716	3.579	0.781	0.332	0.867	1553.36	35230	53567.73	580
SRX10125015	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279448	0.963	0.720	2.343	0.765	0.192	0.773	1712.98	30454	76296.41	379
SRX10125016	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279449	0.975	0.708	3.849	0.795	0.276	0.862	1525.67	35518	53170.62	512
SRX10125017	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279450	0.991	0.725	4.358	0.778	0.504	0.869	1751.03	35323	28651.12	1191
SRX10125018	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279451	0.991	0.708	7.466	0.783	0.622	0.956	1306.81	41312	18790.29	1685
SRX10125019	Brain Hippocampal	NA	Brain hippocampal tissue	Brain hippocampal tissue	SRP306996	SRS8279452	0.991	0.716	4.683	0.781	0.387	0.902	1638.82	36840	30214.11	1060
SRX1117302	NA	missing	NA	NA	SRP061547	SRS1010499	0.990	0.500	11.866	0.820	0.836	0.737	5110.86	26000	10999082.0	6
SRX1164554	Sperm	NA	sperm	NA	SRP062855	SRS1045311	0.996	0.739	21.229	0.785	0.963	0.971	1272.08	83799	14238.97	3976
SRX1164556	Sperm	NA	sperm	NA	SRP062855	SRS1045312	0.995	0.720	29.696	0.760	0.964	0.974	1308.68	81201	12936.44	4372
SRX1164558	Sperm	NA	sperm	NA	SRP062855	SRS1045313	0.991	0.714	27.730	0.747	0.948	0.973	1372.86	82427	18421.8	4287
SRX1165544	Sperm	NA	Sperm	NA	SRP062855	SRS1046037	0.993	0.700	27.630	0.728	0.952	0.971	1384.5	83369	19477.07	4392
SRX11706622	Sperm	NA	sperm	NA	SRP331912	SRS9737432	0.975	0.770	25.132	0.783	0.924	0.986	1712.62	81032	23775.27	4765
SRX11706625	Sperm	NA	sperm	NA	SRP331912	SRS9737437	0.974	0.779	29.576	0.793	0.926	0.988	1786.73	91408	28450.48	4638
SRX11706627	Sperm	NA	sperm	NA	SRP331912	SRS9737434	0.976	0.776	30.017	0.767	0.912	0.989	1896.15	91690	29846.81	5123
SRX11706629	Sperm	NA	sperm	NA	SRP331912	SRS9737436	0.975	0.782	25.391	0.789	0.926	0.987	1672.59	87755	23267.92	5027
SRX11706631	Sperm	NA	sperm	NA	SRP331912	SRS9737439	0.979	0.772	33.080	0.776	0.913	0.989	1811.87	86808	29031.37	4627
SRX11706633	Sperm	NA	sperm	NA	SRP331912	SRS9737442	0.983	0.766	26.520	0.777	0.922	0.986	1622.17	90003	23202.9	4893
